Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Anthem HMO,Anthem PPO,BCBS PPO/HMO/Blue Select/Blue Value/POS,Care N Care,Cash Discount,CIGNA,First Health,Humana,Humana Medicare Advantage,MedCost,UHC,UHC Medicare Advantage,Care N Care Note,UHC Note,Aetna Medicare Advantage Note,Anthem HMO Note,Anthem PPO Note,BCBS PPO/HMO/Blue Select/Blue Value/POS Note,Humana Medicare Advantage Note,UHC Medicare Advantage Note
"Rockingham Hospital"," VASCUVIEW DIAGNOSTIC KIT","","$676.00","$237.07","$506.32","$506.32","$0.00","$371.33","$384.64","$237.07","$0.00","$405.60","$406.28","$506.32","$473.20","$0.00","$460.36","","$0.00","","","","","","","",""
"Rockingham Hospital"," POSTOP TENS ELECTRODE","","$114.00","$39.98","$85.39","$85.39","$0.00","$62.62","$64.87","$39.98","$0.00","$68.40","$68.51","$85.39","$79.80","$0.00","$77.63","","$0.00","","","","","","","",""
"Rockingham Hospital"," TPS STRYKER DRILL","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," UROLOCK ADAPTER","","$143.00","$50.15","$107.11","$107.11","$0.00","$78.55","$81.37","$50.15","$0.00","$85.80","$85.94","$107.11","$100.10","$0.00","$97.38","","$0.00","","","","","","","",""
"Rockingham Hospital"," ZEBRA WIRE .038","","$412.00","$144.49","$308.59","$308.59","$0.00","$226.31","$234.43","$144.49","$0.00","$247.20","$247.61","$308.59","$288.40","$0.00","$280.57","","$0.00","","","","","","","",""
"Rockingham Hospital"," UROMAX HIGH PRESSURE BALLOON","","$2,138.00","$749.80","$1,601.36","$1,601.36","$0.00","$1,174.40","$1,216.52","$749.80","$0.00","$1,282.80","$1,284.94","$1,601.36","$1,496.60","$0.00","$1,455.98","","$0.00","","","","","","","",""
"Rockingham Hospital"," CARSON ZERO TIP 18FR","","$2,638.00","$925.15","$1,975.86","$1,975.86","$0.00","$1,449.05","$1,501.02","$925.15","$0.00","$1,582.80","$1,585.44","$1,975.86","$1,846.60","$0.00","$1,796.48","","$0.00","","","","","","","",""
"Rockingham Hospital"," GEMINI HELICAL STONE BASKET","","$1,655.00","$580.41","$1,239.60","$1,239.60","$0.00","$909.09","$941.69","$580.41","$0.00","$993.00","$994.65","$1,239.60","$1,158.50","$0.00","$1,127.06","","$0.00","","","","","","","",""
"Rockingham Hospital"," PERCUFLEX TAIL STENT","","$1,305.00","$457.66","$977.45","$977.45","$0.00","$716.84","$742.54","$457.66","$0.00","$783.00","$784.30","$977.45","$913.50","$0.00","$888.71","","$0.00","","","","","","","",""
"Rockingham Hospital"," NEPHROMAX PERCUFLEX BALLOON","","$2,086.00","$731.56","$1,562.41","$1,562.41","$0.00","$1,145.84","$1,186.93","$731.56","$0.00","$1,251.60","$1,253.69","$1,562.41","$1,460.20","$0.00","$1,420.57","","$0.00","","","","","","","",""
"Rockingham Hospital"," DUAL LUMEN CATHETER","","$514.00","$180.26","$384.99","$384.99","$0.00","$282.34","$292.47","$180.26","$0.00","$308.40","$308.91","$384.99","$359.80","$0.00","$350.03","","$0.00","","","","","","","",""
"Rockingham Hospital"," AMPLATZ RENAL DILATOR","","$1,737.00","$609.17","$1,301.01","$1,301.01","$0.00","$954.13","$988.35","$609.17","$0.00","$1,042.20","$1,043.94","$1,301.01","$1,215.90","$0.00","$1,182.90","","$0.00","","","","","","","",""
"Rockingham Hospital"," GLIDEWIRE .025","","$536.00","$187.98","$401.46","$401.46","$0.00","$294.42","$304.98","$187.98","$0.00","$321.60","$322.14","$401.46","$375.20","$0.00","$365.02","","$0.00","","","","","","","",""
"Rockingham Hospital"," DIALYSIS CATHETER","","$1,035.00","$362.97","$775.22","$775.22","$0.00","$568.53","$588.91","$362.97","$0.00","$621.00","$622.03","$775.22","$724.50","$0.00","$704.84","","$0.00","","","","","","","",""
"Rockingham Hospital"," ROUND FLUTED BUR TPS SYSTEM","","$938.00","$328.96","$702.56","$702.56","$0.00","$515.24","$533.72","$328.96","$0.00","$562.80","$563.74","$702.56","$656.60","$0.00","$638.78","","$0.00","","","","","","","",""
"Rockingham Hospital"," AGG MED BLADE 25.0 X 9.0 MM","","$434.00","$152.20","$325.07","$325.07","$0.00","$238.40","$246.95","$152.20","$0.00","$260.40","$260.83","$325.07","$303.80","$0.00","$295.55","","$0.00","","","","","","","",""
"Rockingham Hospital"," N-RHOTON HOOK","","$36.00","$12.63","$26.96","$26.96","$0.00","$19.77","$20.48","$12.63","$0.00","$21.60","$21.64","$26.96","$25.20","$0.00","$24.52","","$0.00","","","","","","","",""
"Rockingham Hospital"," O2 CANNULA","","$31.00","$10.87","$23.22","$23.22","$0.00","$17.03","$17.64","$10.87","$0.00","$18.60","$18.63","$23.22","$21.70","$0.00","$21.11","","$0.00","","","","","","","",""
"Rockingham Hospital"," POLY TEF PASTE","","$3,516.00","$1,233.06","$2,633.48","$2,633.48","$0.00","$1,931.34","$2,000.60","$1,233.06","$0.00","$2,109.60","$2,113.12","$2,633.48","$2,461.20","$0.00","$2,394.40","","$0.00","","","","","","","",""
"Rockingham Hospital"," COAX.DILATN.STYLET& INTRODUCER","","$192.00","$67.33","$143.81","$143.81","$0.00","$105.47","$109.25","$67.33","$0.00","$115.20","$115.39","$143.81","$134.40","$0.00","$130.75","","$0.00","","","","","","","",""
"Rockingham Hospital"," GUIDE PIN ZIMMER","","$77.00","$27.00","$57.67","$57.67","$0.00","$42.30","$43.81","$27.00","$0.00","$46.20","$46.28","$57.67","$53.90","$0.00","$52.44","","$0.00","","","","","","","",""
"Rockingham Hospital"," ILIAC CREST WEDGE/BONE GRAFT","","$5,145.00","$1,804.35","$3,853.61","$3,853.61","$0.00","$2,826.15","$2,927.50","$1,804.35","$0.00","$3,087.00","$3,092.14","$3,853.61","$3,601.50","$0.00","$3,503.75","","$0.00","","","","","","","",""
"Rockingham Hospital"," ENDO GIA RELOAD 45-2.5R","","$805.00","$282.31","$602.95","$602.95","$0.00","$442.19","$458.04","$282.31","$0.00","$483.00","$483.81","$602.95","$563.50","$0.00","$548.21","","$0.00","","","","","","","",""
"Rockingham Hospital"," ENDO GIA RELOAD 45-2.5S","","$633.00","$221.99","$474.12","$474.12","$0.00","$347.71","$360.18","$221.99","$0.00","$379.80","$380.43","$474.12","$443.10","$0.00","$431.07","","$0.00","","","","","","","",""
"Rockingham Hospital"," ENDO GIA RELOAD 45-3.5R","","$812.00","$284.77","$608.19","$608.19","$0.00","$446.03","$462.03","$284.77","$0.00","$487.20","$488.01","$608.19","$568.40","$0.00","$552.97","","$0.00","","","","","","","",""
"Rockingham Hospital"," ENDO GIA RELOAD 45-3.5S","","$633.00","$221.99","$474.12","$474.12","$0.00","$347.71","$360.18","$221.99","$0.00","$379.80","$380.43","$474.12","$443.10","$0.00","$431.07","","$0.00","","","","","","","",""
"Rockingham Hospital"," ENDO GIA RELOAD 60-3.5S","","$646.00","$226.55","$483.85","$483.85","$0.00","$354.85","$367.57","$226.55","$0.00","$387.60","$388.25","$483.85","$452.20","$0.00","$439.93","","$0.00","","","","","","","",""
"Rockingham Hospital"," PERCUFLEX PLUS 4.8X26","","$642.00","$225.15","$480.86","$480.86","$0.00","$352.65","$365.30","$225.15","$0.00","$385.20","$385.84","$480.86","$449.40","$0.00","$437.20","","$0.00","","","","","","","",""
"Rockingham Hospital"," PERCUFLEX PLUS 6X26","","$642.00","$225.15","$480.86","$480.86","$0.00","$352.65","$365.30","$225.15","$0.00","$385.20","$385.84","$480.86","$449.40","$0.00","$437.20","","$0.00","","","","","","","",""
"Rockingham Hospital"," PERCUFLEX PLUS 6X28","","$642.00","$225.15","$480.86","$480.86","$0.00","$352.65","$365.30","$225.15","$0.00","$385.20","$385.84","$480.86","$449.40","$0.00","$437.20","","$0.00","","","","","","","",""
"Rockingham Hospital"," SINGLE ACTION PUMP SYS","","$223.00","$78.21","$167.03","$167.03","$0.00","$122.49","$126.89","$78.21","$0.00","$133.80","$134.02","$167.03","$156.10","$0.00","$151.86","","$0.00","","","","","","","",""
"Rockingham Hospital"," URINARY DIVERSION SET","","$831.00","$291.43","$622.42","$622.42","$0.00","$456.47","$472.84","$291.43","$0.00","$498.60","$499.43","$622.42","$581.70","$0.00","$565.91","","$0.00","","","","","","","",""
"Rockingham Hospital"," TRICEP GRASPING FORCEP","","$782.00","$274.25","$585.72","$585.72","$0.00","$429.55","$444.96","$274.25","$0.00","$469.20","$469.98","$585.72","$547.40","$0.00","$532.54","","$0.00","","","","","","","",""
"Rockingham Hospital"," WEDGE TIP CATHETER 5FR","","$53.00","$18.59","$39.70","$39.70","$0.00","$29.11","$30.16","$18.59","$0.00","$31.80","$31.85","$39.70","$37.10","$0.00","$36.09","","$0.00","","","","","","","",""
"Rockingham Hospital"," GEMINI HELIC BASKET 8.5M","","$587.00","$205.86","$439.66","$439.66","$0.00","$322.44","$334.00","$205.86","$0.00","$352.20","$352.79","$439.66","$410.90","$0.00","$399.75","","$0.00","","","","","","","",""
"Rockingham Hospital"," GLIDEWIRE .038 ST","","$157.00","$55.06","$117.59","$117.59","$0.00","$86.24","$89.33","$55.06","$0.00","$94.20","$94.36","$117.59","$109.90","$0.00","$106.92","","$0.00","","","","","","","",""
"Rockingham Hospital"," GLIDEWIRE .035","","$154.00","$54.01","$115.35","$115.35","$0.00","$84.59","$87.63","$54.01","$0.00","$92.40","$92.55","$115.35","$107.80","$0.00","$104.87","","$0.00","","","","","","","",""
"Rockingham Hospital"," BENTSON GUIDEWIRE .038","","$82.00","$28.76","$61.42","$61.42","$0.00","$45.04","$46.66","$28.76","$0.00","$49.20","$49.28","$61.42","$57.40","$0.00","$55.84","","$0.00","","","","","","","",""
"Rockingham Hospital"," GEMINI HELIC BASKET 14MM","","$878.00","$307.91","$657.62","$657.62","$0.00","$482.29","$499.58","$307.91","$0.00","$526.80","$527.68","$657.62","$614.60","$0.00","$597.92","","$0.00","","","","","","","",""
"Rockingham Hospital"," LOOP RETRIEVER STONE FORCEP","","$613.00","$214.98","$459.14","$459.14","$0.00","$336.72","$348.80","$214.98","$0.00","$367.80","$368.41","$459.14","$429.10","$0.00","$417.45","","$0.00","","","","","","","",""
"Rockingham Hospital"," PERCUFLEX PLUS 7X26","","$642.00","$225.15","$480.86","$480.86","$0.00","$352.65","$365.30","$225.15","$0.00","$385.20","$385.84","$480.86","$449.40","$0.00","$437.20","","$0.00","","","","","","","",""
"Rockingham Hospital"," CYTOLOGY BRUSH","","$549.00","$192.53","$411.20","$411.20","$0.00","$301.57","$312.38","$192.53","$0.00","$329.40","$329.95","$411.20","$384.30","$0.00","$373.87","","$0.00","","","","","","","",""
"Rockingham Hospital"," HEMISPHERE RET BASKET 3F","","$880.00","$308.62","$659.12","$659.12","$0.00","$483.38","$500.72","$308.62","$0.00","$528.00","$528.88","$659.12","$616.00","$0.00","$599.28","","$0.00","","","","","","","",""
"Rockingham Hospital"," STANDARD NOZZLE","","$102.00","$35.77","$76.40","$76.40","$0.00","$56.03","$58.04","$35.77","$0.00","$61.20","$61.30","$76.40","$71.40","$0.00","$69.46","","$0.00","","","","","","","",""
"Rockingham Hospital"," FEMORAL CANAL ABSORBER STD/LG","","$205.00","$71.89","$153.54","$153.54","$0.00","$112.61","$116.64","$71.89","$0.00","$123.00","$123.20","$153.54","$143.50","$0.00","$139.61","","$0.00","","","","","","","",""
"Rockingham Hospital"," INTRAMEDULLARY BRUSH","","$277.00","$97.14","$207.47","$207.47","$0.00","$152.16","$157.61","$97.14","$0.00","$166.20","$166.48","$207.47","$193.90","$0.00","$188.64","","$0.00","","","","","","","",""
"Rockingham Hospital"," MIXING CHAMBER SYRINGE","","$147.00","$51.55","$110.10","$110.10","$0.00","$80.75","$83.64","$51.55","$0.00","$88.20","$88.35","$110.10","$102.90","$0.00","$100.11","","$0.00","","","","","","","",""
"Rockingham Hospital"," REPLACEMENT GASTROSTOMY TUBE","","$655.00","$229.71","$490.60","$490.60","$0.00","$359.79","$372.69","$229.71","$0.00","$393.00","$393.65","$490.60","$458.50","$0.00","$446.06","","$0.00","","","","","","","",""
"Rockingham Hospital"," PROTRACTOR LARGE 11-17CM","","$508.00","$178.16","$380.49","$380.49","$0.00","$279.04","$289.05","$178.16","$0.00","$304.80","$305.31","$380.49","$355.60","$0.00","$345.95","","$0.00","","","","","","","",""
"Rockingham Hospital"," WOUND PROTECTOR MED-LG 9-14 CM","","$251.00","$88.03","$188.00","$188.00","$0.00","$137.87","$142.82","$88.03","$0.00","$150.60","$150.85","$188.00","$175.70","$0.00","$170.93","","$0.00","","","","","","","",""
"Rockingham Hospital"," MESH PERFIX PLUG MED/LG","","$753.00","$264.08","$564.00","$564.00","$0.00","$413.62","$428.46","$264.08","$0.00","$451.80","$452.55","$564.00","$527.10","$0.00","$512.79","","$0.00","","","","","","","",""
"Rockingham Hospital"," LCSC5 5MM HARMONIC SCALPEL SHR","","$1,674.00","$587.07","$1,253.83","$1,253.83","$0.00","$919.53","$952.51","$587.07","$0.00","$1,004.40","$1,006.07","$1,253.83","$1,171.80","$0.00","$1,139.99","","$0.00","","","","","","","",""
"Rockingham Hospital"," LAP SAC","","$147.00","$51.55","$110.10","$110.10","$0.00","$80.75","$83.64","$51.55","$0.00","$88.20","$88.35","$110.10","$102.90","$0.00","$100.11","","$0.00","","","","","","","",""
"Rockingham Hospital"," DH105 DISSECTING HOOK","","$775.00","$271.79","$580.48","$580.48","$0.00","$425.71","$440.97","$271.79","$0.00","$465.00","$465.77","$580.48","$542.50","$0.00","$527.78","","$0.00","","","","","","","",""
"Rockingham Hospital"," LAP SAC","","$285.00","$99.95","$213.47","$213.47","$0.00","$156.55","$162.16","$99.95","$0.00","$171.00","$171.28","$213.47","$199.50","$0.00","$194.09","","$0.00","","","","","","","",""
"Rockingham Hospital"," LAP SAC","","$339.00","$118.89","$253.91","$253.91","$0.00","$186.21","$192.89","$118.89","$0.00","$203.40","$203.74","$253.91","$237.30","$0.00","$230.86","","$0.00","","","","","","","",""
"Rockingham Hospital"," ALPHA INFUSION SYSTEM","","$1,050.00","$368.24","$786.45","$786.45","$0.00","$576.76","$597.45","$368.24","$0.00","$630.00","$631.05","$786.45","$735.00","$0.00","$715.05","","$0.00","","","","","","","",""
"Rockingham Hospital"," RADENOID BLADE-DISP","","$613.00","$214.98","$459.14","$459.14","$0.00","$336.72","$348.80","$214.98","$0.00","$367.80","$368.41","$459.14","$429.10","$0.00","$417.45","","$0.00","","","","","","","",""
"Rockingham Hospital"," PROLENE HERNIA SYSTEM","","$1,045.00","$366.48","$782.71","$782.71","$0.00","$574.02","$594.60","$366.48","$0.00","$627.00","$628.04","$782.71","$731.50","$0.00","$711.65","","$0.00","","","","","","","",""
"Rockingham Hospital"," LIGASURE MAX ELECTRODE","","$1,089.00","$381.91","$815.66","$815.66","$0.00","$598.19","$619.64","$381.91","$0.00","$653.40","$654.49","$815.66","$762.30","$0.00","$741.61","","$0.00","","","","","","","",""
"Rockingham Hospital"," LIGASURE EXTENDED ELECTRODE","","$1,157.00","$405.76","$866.59","$866.59","$0.00","$635.54","$658.33","$405.76","$0.00","$694.20","$695.36","$866.59","$809.90","$0.00","$787.92","","$0.00","","","","","","","",""
"Rockingham Hospital"," HEADED CORKSCREW","","$1,274.00","$446.79","$954.23","$954.23","$0.00","$699.81","$724.91","$446.79","$0.00","$764.40","$765.67","$954.23","$891.80","$0.00","$867.59","","$0.00","","","","","","","",""
"Rockingham Hospital"," GUIDE WIRE","","$164.00","$57.51","$122.84","$122.84","$0.00","$90.09","$93.32","$57.51","$0.00","$98.40","$98.56","$122.84","$114.80","$0.00","$111.68","","$0.00","","","","","","","",""
"Rockingham Hospital"," TISSUE TAK","","$973.00","$341.23","$728.78","$728.78","$0.00","$534.47","$553.64","$341.23","$0.00","$583.80","$584.77","$728.78","$681.10","$0.00","$662.61","","$0.00","","","","","","","",""
"Rockingham Hospital"," CANNULATED DRILL","","$349.00","$122.39","$261.40","$261.40","$0.00","$191.71","$198.58","$122.39","$0.00","$209.40","$209.75","$261.40","$244.30","$0.00","$237.67","","$0.00","","","","","","","",""
"Rockingham Hospital"," BIO SHEAR","","$1,160.00","$406.81","$868.84","$868.84","$0.00","$637.19","$660.04","$406.81","$0.00","$696.00","$697.16","$868.84","$812.00","$0.00","$789.96","","$0.00","","","","","","","",""
"Rockingham Hospital"," RESTORE","","$10,177.00","$3,569.07","$7,622.57","$7,622.57","$0.00","$5,590.23","$5,790.71","$3,569.07","$0.00","$6,106.20","$6,116.38","$7,622.57","$7,123.90","$0.00","$6,930.54","","$0.00","","","","","","","",""
"Rockingham Hospital"," LIGASURE ATLAS","","$1,499.00","$525.70","$1,122.75","$1,122.75","$0.00","$823.40","$852.93","$525.70","$0.00","$899.40","$900.90","$1,122.75","$1,049.30","$0.00","$1,020.82","","$0.00","","","","","","","",""
"Rockingham Hospital"," PDB BALLOON DISSECTOR","","$699.00","$245.14","$523.55","$523.55","$0.00","$383.96","$397.73","$245.14","$0.00","$419.40","$420.10","$523.55","$489.30","$0.00","$476.02","","$0.00","","","","","","","",""
"Rockingham Hospital"," 5MM GUARD TROCAR KIT","","$182.00","$63.83","$136.32","$136.32","$0.00","$99.97","$103.56","$63.83","$0.00","$109.20","$109.38","$136.32","$127.40","$0.00","$123.94","","$0.00","","","","","","","",""
"Rockingham Hospital"," STRUCTURAL BALLOON TROCAR","","$573.00","$200.95","$429.18","$429.18","$0.00","$314.75","$326.04","$200.95","$0.00","$343.80","$344.37","$429.18","$401.10","$0.00","$390.21","","$0.00","","","","","","","",""
"Rockingham Hospital"," VITAL VUE","","$683.00","$239.53","$511.57","$511.57","$0.00","$375.17","$388.63","$239.53","$0.00","$409.80","$410.48","$511.57","$478.10","$0.00","$465.12","","$0.00","","","","","","","",""
"Rockingham Hospital"," PROLAPSED HEMORRHOID KIT","","$2,189.00","$767.68","$1,639.56","$1,639.56","$0.00","$1,202.42","$1,245.54","$767.68","$0.00","$1,313.40","$1,315.59","$1,639.56","$1,532.30","$0.00","$1,490.71","","$0.00","","","","","","","",""
"Rockingham Hospital"," ENDOCLIP MULTAPPLIER 10MM","","$334.00","$117.13","$250.17","$250.17","$0.00","$183.47","$190.05","$117.13","$0.00","$200.40","$200.73","$250.17","$233.80","$0.00","$227.45","","$0.00","","","","","","","",""
"Rockingham Hospital"," VAC DRESSING SMALL WHT FOAM","","$173.00","$60.67","$129.58","$129.58","$0.00","$95.03","$98.44","$60.67","$0.00","$103.80","$103.97","$129.58","$121.10","$0.00","$117.81","","$0.00","","","","","","","",""
"Rockingham Hospital"," GAMMA NAIL LONG","","$3,135.00","$1,099.44","$2,348.11","$2,348.11","$0.00","$1,722.06","$1,783.81","$1,099.44","$0.00","$1,881.00","$1,884.13","$2,348.11","$2,194.50","$0.00","$2,134.93","","$0.00","","","","","","","",""
"Rockingham Hospital"," GAMMA NAIL TROCHANTERIC","","$2,694.00","$944.79","$2,017.81","$2,017.81","$0.00","$1,479.81","$1,532.89","$944.79","$0.00","$1,616.40","$1,619.09","$2,017.81","$1,885.80","$0.00","$1,834.61","","$0.00","","","","","","","",""
"Rockingham Hospital"," DISTAL LOCKING SCREW","","$553.00","$193.94","$414.20","$414.20","$0.00","$303.76","$314.66","$193.94","$0.00","$331.80","$332.35","$414.20","$387.10","$0.00","$376.59","","$0.00","","","","","","","",""
"Rockingham Hospital"," LAG SCREW","","$1,226.00","$429.96","$918.27","$918.27","$0.00","$673.44","$697.59","$429.96","$0.00","$735.60","$736.83","$918.27","$858.20","$0.00","$834.91","","$0.00","","","","","","","",""
"Rockingham Hospital"," SET SCREW","","$462.00","$162.02","$346.04","$346.04","$0.00","$253.78","$262.88","$162.02","$0.00","$277.20","$277.66","$346.04","$323.40","$0.00","$314.62","","$0.00","","","","","","","",""
"Rockingham Hospital"," CAP SCREW","","$480.00","$168.34","$359.52","$359.52","$0.00","$263.66","$273.12","$168.34","$0.00","$288.00","$288.48","$359.52","$336.00","$0.00","$326.88","","$0.00","","","","","","","",""
"Rockingham Hospital"," 3.2 K-WIRE","","$488.00","$171.14","$365.51","$365.51","$0.00","$268.06","$277.67","$171.14","$0.00","$292.80","$293.29","$365.51","$341.60","$0.00","$332.33","","$0.00","","","","","","","",""
"Rockingham Hospital"," 5.5 CALIBRATED DRILL","","$779.00","$273.20","$583.47","$583.47","$0.00","$427.90","$443.25","$273.20","$0.00","$467.40","$468.18","$583.47","$545.30","$0.00","$530.50","","$0.00","","","","","","","",""
"Rockingham Hospital"," GUIDE WIRE","","$845.00","$296.34","$632.90","$632.90","$0.00","$464.16","$480.80","$296.34","$0.00","$507.00","$507.84","$632.90","$591.50","$0.00","$575.45","","$0.00","","","","","","","",""
"Rockingham Hospital"," DRILL REAMER TARGET DEVICE","","$1,017.00","$356.66","$761.73","$761.73","$0.00","$558.64","$578.67","$356.66","$0.00","$610.20","$611.22","$761.73","$711.90","$0.00","$692.58","","$0.00","","","","","","","",""
"Rockingham Hospital"," ESTEEM POUCH","","$70.00","$24.55","$52.43","$52.43","$0.00","$38.45","$39.83","$24.55","$0.00","$42.00","$42.07","$52.43","$49.00","$0.00","$47.67","","$0.00","","","","","","","",""
"Rockingham Hospital"," ESTEEM STOMAHESIVE","","$123.00","$43.14","$92.13","$92.13","$0.00","$67.56","$69.99","$43.14","$0.00","$73.80","$73.92","$92.13","$86.10","$0.00","$83.76","","$0.00","","","","","","","",""
