Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Americas First Choice Medicare Advantage,BCBS,BCBS Medicare Advantage,BCBS UNC Health Alliance,Blue Home,Cash Discount,Cigna,Cigna Behavioral Health,Cigna Connect Network,Cigna SureFit,Crescent,First Carolina Care,First Medicare Direct,Galaxy,Health Payors,HealthScope,HealthSmart,Horizons Behavioral,Humana,Humana Alignment,Humana Medicare Advantage,Liberty Medicare Advantage,LifeTrac Medicare Advantage,MedCost,MedCost Ultra,Optum Health Behavioral,Pace,Piedmont,PPO Next,Provider Select,Southeastern Health Network,TriCare,United Healthcare,United Healthcare Medicare Advantage
"UNC Hospital","HC TC99M TC TETROFOSMIN DX PSD MYO","A9502","$635.00","$240.98","$635.00","$0.00","$0.00","$0.00","$433.39","$0.00","$240.98","$336.80","$381.00","$415.93","$635.00","$277.50","$283.85","$488.95","$476.25","$0.00","$603.25","$539.75","$508.00","$508.00","$0.00","$393.70","$0.00","$0.00","$0.00","$0.00","$454.66","$427.36","$508.00","$0.00","$508.00","$571.50","$539.75","$539.75","$0.00","$0.00","$0.00"
"UNC Hospital","HC TC99M LABELED RBC DX PSD UP TO 30 MCI","A9560","$392.00","$148.76","$392.00","$0.00","$0.00","$0.00","$267.54","$0.00","$148.76","$207.92","$235.20","$256.76","$392.00","$171.30","$175.22","$301.84","$294.00","$0.00","$372.40","$333.20","$313.60","$313.60","$0.00","$243.04","$0.00","$0.00","$0.00","$0.00","$280.67","$263.82","$313.60","$0.00","$313.60","$352.80","$333.20","$333.20","$0.00","$0.00","$0.00"
"UNC Hospital","HC TC99M MEBROFENIN DX PSD UP TO 15MCI","A9537","$120.00","$45.54","$120.00","$0.00","$0.00","$0.00","$81.90","$0.00","$45.54","$63.65","$72.00","$78.60","$120.00","$52.44","$53.64","$92.40","$90.00","$0.00","$114.00","$102.00","$96.00","$96.00","$0.00","$74.40","$0.00","$0.00","$0.00","$0.00","$85.92","$80.76","$96.00","$0.00","$96.00","$108.00","$102.00","$102.00","$0.00","$0.00","$0.00"
"UNC Hospital","HC TC99M BICISATE DX PSD UP TO 25MCI","A9557","$2,758.00","$1,046.66","$2,758.00","$0.00","$0.00","$0.00","$1,882.34","$0.00","$1,046.66","$1,462.84","$1,654.80","$1,806.49","$2,758.00","$1,205.25","$1,232.83","$2,123.66","$2,068.50","$0.00","$2,620.10","$2,344.30","$2,206.40","$2,206.40","$0.00","$1,709.96","$0.00","$0.00","$0.00","$0.00","$1,974.73","$1,856.13","$2,206.40","$0.00","$2,206.40","$2,482.20","$2,344.30","$2,344.30","$0.00","$0.00","$0.00"
"UNC Hospital","HC TC99M OXIDRONATE DX PSD UP TO 30MCI","A9561","$203.00","$77.04","$203.00","$0.00","$0.00","$0.00","$138.55","$0.00","$77.04","$107.67","$121.80","$132.97","$203.00","$88.71","$90.74","$156.31","$152.25","$0.00","$192.85","$172.55","$162.40","$162.40","$0.00","$125.86","$0.00","$0.00","$0.00","$0.00","$145.35","$136.62","$162.40","$0.00","$162.40","$182.70","$172.55","$172.55","$0.00","$0.00","$0.00"
"UNC Hospital","HC MMN TL 201 PER MCI","A9505","$635.00","$240.98","$635.00","$0.00","$0.00","$0.00","$433.39","$0.00","$240.98","$336.80","$381.00","$415.93","$635.00","$277.50","$283.85","$488.95","$476.25","$0.00","$603.25","$539.75","$508.00","$508.00","$0.00","$393.70","$0.00","$0.00","$0.00","$0.00","$454.66","$427.36","$508.00","$0.00","$508.00","$571.50","$539.75","$539.75","$0.00","$0.00","$0.00"
"UNC Hospital","HC NM BONE MARROW MULTIPLE","78103","$1,726.00","$350.98","$1,726.00","$491.48","$369.07","$361.83","$1,178.00","$361.83","$655.02","$915.47","$1,035.60","$1,130.53","$1,726.00","$754.26","$771.52","$1,329.02","$1,294.50","$369.07","$1,639.70","$1,467.10","$1,380.80","$1,380.80","$0.00","$1,070.12","$361.83","$379.93","$0.00","$0.00","$1,235.82","$1,161.60","$1,380.80","$0.00","$1,380.80","$1,553.40","$1,467.10","$1,467.10","$350.98","$1,135.00","$363.64"
"UNC Hospital","HC RADIUM RA-223 DICHLORIDE TX PER MICROCURIE","A9606","$357.00","$135.48","$357.00","$0.00","$143.78","$140.96","$243.65","$140.96","$135.48","$189.35","$214.20","$233.84","$357.00","$156.01","$159.58","$274.89","$267.75","$143.78","$339.15","$303.45","$285.60","$285.60","$0.00","$221.34","$140.96","$148.01","$148.01","$0.00","$255.61","$240.26","$285.60","$0.00","$285.60","$321.30","$303.45","$303.45","$136.73","$233.61","$141.67"
"UNC Hospital","HC TC99M EXAMETAZIME LABELED AUTO  WBC PSD","A9569","$4,402.00","$1,670.56","$4,402.00","$2,421.10","$0.00","$0.00","$3,004.37","$0.00","$1,670.56","$2,334.82","$2,641.20","$2,883.31","$4,402.00","$1,923.67","$1,967.69","$3,389.54","$3,301.50","$0.00","$4,181.90","$3,741.70","$3,521.60","$3,521.60","$0.00","$2,729.24","$0.00","$0.00","$0.00","$0.00","$3,151.83","$2,962.55","$3,521.60","$0.00","$3,521.60","$3,961.80","$3,741.70","$3,741.70","$0.00","$0.00","$0.00"
"UNC Hospital","HC INJECTION ISOTOPE PRE SURGERY (NO IMAGING)","78808","$118.00","$44.78","$379.93","$103.98","$369.07","$361.83","$80.54","$361.83","$44.78","$62.59","$70.80","$77.29","$118.00","$51.57","$52.75","$90.86","$88.50","$369.07","$112.10","$100.30","$94.40","$94.40","$0.00","$73.16","$361.83","$118.00","$379.93","$0.00","$84.49","$79.41","$94.40","$0.00","$94.40","$106.20","$100.30","$100.30","$118.00","$118.00","$118.00"
"UNC Hospital","HC GASTRIC EMPTYING W/ SM BOWEL TRANSIT","78265","$2,702.00","$1,025.41","$2,702.00","$1,864.38","$0.00","$0.00","$1,844.12","$0.00","$1,025.41","$1,433.14","$1,621.20","$1,769.81","$2,702.00","$1,180.77","$1,207.79","$2,080.54","$2,026.50","$0.00","$2,566.90","$2,296.70","$2,161.60","$2,161.60","$0.00","$1,675.24","$0.00","$0.00","$0.00","$0.00","$1,934.63","$1,818.45","$2,161.60","$0.00","$2,161.60","$2,431.80","$2,296.70","$2,296.70","$0.00","$1,135.00","$0.00"
"UNC Hospital","HC GASTRIC EMPTYING W/ SM BOWEL/COLON TRANSIT MULTI DAYS","78266","$2,702.00","$1,025.41","$2,702.00","$1,864.38","$0.00","$0.00","$1,844.12","$0.00","$1,025.41","$1,433.14","$1,621.20","$1,769.81","$2,702.00","$1,180.77","$1,207.79","$2,080.54","$2,026.50","$0.00","$2,566.90","$2,296.70","$2,161.60","$2,161.60","$0.00","$1,675.24","$0.00","$0.00","$0.00","$0.00","$1,934.63","$1,818.45","$2,161.60","$0.00","$2,161.60","$2,431.80","$2,296.70","$2,296.70","$0.00","$1,135.00","$0.00"
"UNC Hospital","HC FLUCICLOVINE F-18 DX 1MCI","A9588","$1,263.00","$479.31","$1,263.00","$0.00","$0.00","$0.00","$862.00","$0.00","$479.31","$669.90","$757.80","$827.27","$1,263.00","$551.93","$564.56","$972.51","$947.25","$0.00","$1,199.85","$1,073.55","$1,010.40","$1,010.40","$0.00","$783.06","$0.00","$0.00","$0.00","$0.00","$904.31","$850.00","$1,010.40","$0.00","$1,010.40","$1,136.70","$1,073.55","$1,073.55","$0.00","$0.00","$0.00"
"UNC Hospital","HC TC99M NONHIGHLY ENRICHED URANIUM SRCE DX ADD-ON/PSD","Q9969","$11.00","$4.17","$11.00","$0.00","$10.20","$10.00","$7.51","$10.00","$4.17","$5.83","$6.60","$7.21","$11.00","$4.81","$4.92","$8.47","$8.25","$10.20","$10.45","$9.35","$8.80","$8.80","$0.00","$6.82","$10.00","$10.50","$10.50","$0.00","$7.88","$7.40","$8.80","$0.00","$8.80","$9.90","$9.35","$9.35","$9.70","$11.00","$10.05"
"UNC Hospital","HC LUTETIUM LU177 DOTATATE TX LUTATHERA 1 MCI","A9513","$333.00","$126.37","$333.00","$0.00","$271.92","$266.59","$227.27","$266.59","$126.37","$176.62","$199.80","$218.12","$333.00","$145.52","$148.85","$256.41","$249.75","$271.92","$316.35","$283.05","$266.40","$266.40","$0.00","$206.46","$266.59","$279.92","$279.92","$0.00","$238.43","$224.11","$266.40","$0.00","$266.40","$299.70","$283.05","$283.05","$258.59","$333.00","$267.92"
"UNC Hospital","HC NM TUMOR LOC 1 AREA 1 DAY IMG","78800","$2,001.00","$350.98","$2,001.00","$431.56","$369.07","$361.83","$1,365.68","$361.83","$759.38","$1,061.33","$1,200.60","$1,310.66","$2,001.00","$874.44","$894.45","$1,540.77","$1,500.75","$369.07","$1,900.95","$1,700.85","$1,600.80","$1,600.80","$0.00","$1,240.62","$361.83","$379.93","$379.93","$0.00","$1,432.72","$1,346.67","$1,600.80","$0.00","$1,600.80","$1,800.90","$1,700.85","$1,700.85","$350.98","$1,135.00","$363.64"
"UNC Hospital","HC NM TUMOR LOCAL SPECT 1 AREA 1 DAY IMG","78803","$2,721.00","$788.95","$2,721.00","$788.95","$1,275.44","$1,250.44","$1,857.08","$1,250.44","$1,032.62","$1,443.22","$1,632.60","$1,782.26","$2,721.00","$1,189.08","$1,216.29","$2,095.17","$2,040.75","$1,275.44","$2,584.95","$2,312.85","$2,176.80","$2,176.80","$0.00","$1,687.02","$1,250.44","$1,312.96","$1,312.96","$0.00","$1,948.24","$1,831.23","$2,176.80","$0.00","$2,176.80","$2,448.90","$2,312.85","$2,312.85","$1,212.92","$1,135.00","$1,256.69"
"UNC Hospital","HC NM LOCAL TUMOR/INFLAMMATORY PROCESS/ETC, WITH SPECT, WITH CT, SINGLE DAY","78830","$2,460.00","$933.57","$2,460.00","$1,697.40","$1,275.44","$1,250.44","$1,678.95","$1,250.44","$933.57","$1,304.78","$1,476.00","$1,611.30","$2,460.00","$1,075.02","$1,099.62","$1,894.20","$1,845.00","$1,275.44","$2,337.00","$2,091.00","$1,968.00","$1,968.00","$0.00","$1,525.20","$1,250.44","$1,312.96","$1,312.96","$0.00","$1,761.36","$1,655.58","$1,968.00","$0.00","$1,968.00","$2,214.00","$2,091.00","$2,091.00","$1,212.92","$1,135.00","$1,256.69"
"UNC Hospital","HC NM LOCAL TUMOR/INFLAMMATORY PROCESS/ETC, WITH SPECT,  SINGLE DAY OR MULTIPLE AREA 2 OR MORE DAYS","78831","$2,460.00","$933.57","$2,460.00","$1,697.40","$0.00","$0.00","$1,678.95","$0.00","$933.57","$1,304.78","$1,476.00","$1,611.30","$2,460.00","$1,075.02","$1,099.62","$1,894.20","$1,845.00","$0.00","$2,337.00","$2,091.00","$1,968.00","$1,968.00","$0.00","$1,525.20","$0.00","$0.00","$0.00","$0.00","$1,761.36","$1,655.58","$1,968.00","$0.00","$1,968.00","$2,214.00","$2,091.00","$2,091.00","$0.00","$1,135.00","$0.00"
"UNC Hospital","HC NM LOCAL TUMOR/INFLAMMATORY PROCESS/ETC, WITH SPECT, WITH CT SINGLE DAY OR MULTIPLE AREA 2 OR MORE DAYS","78832","$2,460.00","$933.57","$2,460.00","$1,697.40","$1,446.78","$1,418.41","$1,678.95","$1,418.41","$933.57","$1,304.78","$1,476.00","$1,611.30","$2,460.00","$1,075.02","$1,099.62","$1,894.20","$1,845.00","$1,446.78","$2,337.00","$2,091.00","$1,968.00","$1,968.00","$0.00","$1,525.20","$1,418.41","$1,489.33","$1,489.33","$0.00","$1,761.36","$1,655.58","$1,968.00","$0.00","$1,968.00","$2,214.00","$2,091.00","$2,091.00","$1,375.86","$1,135.00","$1,425.51"
"UNC Hospital","HC NM QUANTIFICATION MEASUREMENT (S) SINGLE AREA","78835","$821.00","$311.57","$821.00","$566.49","$0.00","$0.00","$560.33","$0.00","$311.57","$435.46","$492.60","$537.76","$821.00","$358.78","$366.99","$632.17","$615.75","$0.00","$779.95","$697.85","$656.80","$656.80","$0.00","$509.02","$0.00","$0.00","$0.00","$0.00","$587.84","$552.53","$656.80","$0.00","$656.80","$738.90","$697.85","$697.85","$0.00","$821.00","$0.00"
"UNC Hospital","HC CT COLONOGRAPHY DX WO CONT","74261","$1,885.00","$106.86","$1,885.00","$949.00","$112.37","$110.16","$1,137.41","$110.16","$632.42","$883.88","$1,131.00","$1,885.00","$1,885.00","$742.69","$755.89","$1,451.45","$1,413.75","$112.37","$1,790.75","$1,602.25","$1,508.00","$1,508.00","$0.00","$1,168.70","$110.16","$115.67","$115.67","$0.00","$1,349.66","$1,268.61","$1,508.00","$0.00","$1,508.00","$1,696.50","$1,602.25","$1,602.25","$106.86","$1,257.00","$110.71"
"UNC Hospital","HC CT COLONOGRAPHY DIAG W&WO CONT","74262","$2,544.00","$173.73","$2,544.00","$949.00","$182.69","$179.10","$1,535.05","$179.10","$853.51","$1,192.88","$1,526.40","$2,544.00","$2,544.00","$1,002.34","$1,020.14","$1,958.88","$1,908.00","$182.69","$2,416.80","$2,162.40","$2,035.20","$2,035.20","$0.00","$1,577.28","$179.10","$188.06","$188.06","$0.00","$1,821.50","$1,712.11","$2,035.20","$0.00","$2,035.20","$2,289.60","$2,162.40","$2,162.40","$173.73","$1,257.00","$180.00"
"UNC Hospital","HC CT COLONOGRAPHY SCREENING","74263","$1,501.00","$481.82","$1,501.00","$949.00","$0.00","$0.00","$915.91","$481.82","$509.29","$711.77","$900.60","$1,501.00","$1,501.00","$591.39","$601.90","$1,155.77","$1,125.75","$0.00","$1,425.95","$1,275.85","$1,200.80","$1,200.80","$0.00","$930.62","$0.00","$0.00","$0.00","$0.00","$1,074.72","$1,010.17","$1,200.80","$0.00","$1,200.80","$1,350.90","$1,275.85","$1,275.85","$0.00","$1,257.00","$0.00"
"UNC Hospital","HC CT HEART WO CONT W COR CAL SCORE","75571","$2,913.00","$76.09","$2,913.00","$949.00","$80.01","$78.45","$1,757.70","$78.45","$988.38","$1,365.91","$1,747.80","$2,552.00","$2,913.00","$1,147.72","$1,168.11","$2,243.01","$2,184.75","$80.01","$2,767.35","$2,476.05","$2,330.40","$2,330.40","$0.00","$1,806.06","$78.45","$82.37","$82.37","$0.00","$2,085.71","$1,960.45","$2,330.40","$0.00","$2,330.40","$2,621.70","$2,476.05","$2,476.05","$76.09","$1,257.00","$78.84"
"UNC Hospital","HC CT HEART W CONT 3D PP","75572","$3,937.00","$173.73","$3,937.00","$949.00","$182.69","$179.10","$2,375.59","$179.10","$1,335.82","$1,846.06","$2,362.20","$2,552.00","$3,937.00","$1,551.18","$1,578.74","$3,031.49","$2,952.75","$182.69","$3,740.15","$3,346.45","$3,149.60","$3,149.60","$0.00","$2,440.94","$179.10","$188.06","$188.06","$0.00","$2,818.89","$2,649.60","$3,149.60","$0.00","$3,149.60","$3,543.30","$3,346.45","$3,346.45","$173.73","$1,257.00","$180.00"
"UNC Hospital","HC CT CARD STRUCT&MORPH W/CONG DISEASE","75573","$4,055.00","$173.73","$4,055.00","$949.00","$182.69","$179.10","$2,446.79","$179.10","$1,375.86","$1,901.39","$2,433.00","$2,552.00","$4,055.00","$1,597.67","$1,626.06","$3,122.35","$3,041.25","$182.69","$3,852.25","$3,446.75","$3,244.00","$3,244.00","$0.00","$2,514.10","$179.10","$188.06","$188.06","$0.00","$2,903.38","$2,729.02","$3,244.00","$0.00","$3,244.00","$3,649.50","$3,446.75","$3,446.75","$173.73","$1,257.00","$180.00"
"UNC Hospital","HC CTA CARD STRUCT & MORPH W/CALC","75574","$2,520.00","$173.73","$2,520.00","$949.00","$182.69","$179.10","$1,520.57","$179.10","$855.04","$1,181.63","$1,512.00","$2,520.00","$2,520.00","$992.88","$1,010.52","$1,940.40","$1,890.00","$182.69","$2,394.00","$2,142.00","$2,016.00","$2,016.00","$0.00","$1,562.40","$179.10","$188.06","$188.06","$0.00","$1,804.32","$1,695.96","$2,016.00","$0.00","$2,016.00","$2,268.00","$2,142.00","$2,142.00","$173.73","$1,257.00","$180.00"
"UNC Hospital","HC CTA ABD AORTA AND BIL ILIEOFM W CONT","75635","$2,934.00","$173.73","$2,934.00","$949.00","$182.69","$179.10","$1,770.38","$179.10","$984.36","$1,375.75","$1,760.40","$2,552.00","$2,934.00","$1,156.00","$1,176.53","$2,259.18","$2,200.50","$182.69","$2,787.30","$2,493.90","$2,347.20","$2,347.20","$0.00","$1,819.08","$179.10","$188.06","$188.06","$0.00","$2,100.74","$1,974.58","$2,347.20","$0.00","$2,347.20","$2,640.60","$2,493.90","$2,493.90","$173.73","$1,257.00","$180.00"
"UNC Hospital","HC 3D RECON NOT REQ INDEP WORKST","76376","$542.00","$183.90","$542.00","$542.00","$0.00","$0.00","$330.73","$0.00","$183.90","$257.02","$325.20","$542.00","$542.00","$213.55","$217.34","$417.34","$406.50","$0.00","$514.90","$460.70","$433.60","$433.60","$0.00","$336.04","$0.00","$0.00","$0.00","$0.00","$388.07","$364.77","$433.60","$0.00","$433.60","$487.80","$460.70","$460.70","$0.00","$542.00","$0.00"
"UNC Hospital","HC 3D RECON REQUIRE INDEP WORKST","76377","$1,289.00","$437.36","$1,289.00","$949.00","$0.00","$0.00","$786.55","$0.00","$437.36","$611.24","$773.40","$1,289.00","$1,289.00","$507.87","$516.89","$992.53","$966.75","$0.00","$1,224.55","$1,095.65","$1,031.20","$1,031.20","$0.00","$799.18","$0.00","$0.00","$0.00","$0.00","$922.92","$867.50","$1,031.20","$0.00","$1,031.20","$1,160.10","$1,095.65","$1,095.65","$0.00","$1,257.00","$0.00"
"UNC Hospital","HC CT UNLISTED DIAG/INTERVENTNAL","76497","$1,533.00","$520.15","$1,533.00","$0.00","$0.00","$0.00","$935.44","$0.00","$520.15","$726.95","$919.80","$1,533.00","$1,533.00","$604.00","$614.73","$1,180.41","$1,149.75","$0.00","$1,456.35","$1,303.05","$1,226.40","$1,226.40","$0.00","$950.46","$0.00","$0.00","$0.00","$0.00","$1,097.63","$1,031.71","$1,226.40","$0.00","$1,226.40","$1,379.70","$1,303.05","$1,303.05","$0.00","$1,257.00","$0.00"
"UNC Hospital","HC CT GUIDE NEEDLE PLACEMENT","77012","$1,686.00","$572.06","$1,686.00","$949.00","$0.00","$0.00","$1,028.80","$0.00","$572.06","$799.50","$1,011.60","$1,686.00","$1,686.00","$664.28","$676.09","$1,298.22","$1,264.50","$0.00","$1,601.70","$1,433.10","$1,348.80","$1,348.80","$0.00","$1,045.32","$0.00","$0.00","$0.00","$0.00","$1,207.18","$1,134.68","$1,348.80","$0.00","$1,348.80","$1,517.40","$1,433.10","$1,433.10","$0.00","$1,257.00","$0.00"
"UNC Hospital","HC CT GUID PARENCHYMAL TIS ABLATION","77013","$1,904.00","$646.03","$1,904.00","$949.00","$0.00","$0.00","$1,161.82","$0.00","$646.03","$902.88","$1,142.40","$1,904.00","$1,904.00","$750.18","$763.50","$1,466.08","$1,428.00","$0.00","$1,808.80","$1,618.40","$1,523.20","$1,523.20","$0.00","$1,180.48","$0.00","$0.00","$0.00","$0.00","$1,363.26","$1,281.39","$1,523.20","$0.00","$1,523.20","$1,713.60","$1,618.40","$1,618.40","$0.00","$1,257.00","$0.00"
"UNC Hospital","HC CT GUIDANCE PLACEMENT RADIATION FIELDS","77014","$1,676.00","$568.67","$1,676.00","$949.00","$0.00","$0.00","$1,022.70","$0.00","$568.67","$794.76","$1,005.60","$1,676.00","$1,676.00","$660.34","$672.08","$1,290.52","$1,257.00","$0.00","$1,592.20","$1,424.60","$1,340.80","$1,340.80","$0.00","$1,039.12","$0.00","$0.00","$0.00","$0.00","$1,200.02","$1,127.95","$1,340.80","$0.00","$1,340.80","$1,508.40","$1,424.60","$1,424.60","$0.00","$1,257.00","$0.00"
"UNC Hospital","HC CTA RECONS AORTA SURG PLAN MMS","G0288","$2,117.00","$718.30","$2,117.00","$0.00","$0.00","$0.00","$1,291.79","$0.00","$718.30","$1,003.88","$1,270.20","$2,117.00","$2,117.00","$834.10","$848.92","$1,630.09","$1,587.75","$0.00","$2,011.15","$1,799.45","$1,693.60","$1,693.60","$0.00","$1,312.54","$0.00","$0.00","$0.00","$0.00","$1,515.77","$1,424.74","$1,693.60","$0.00","$1,693.60","$1,905.30","$1,799.45","$1,799.45","$0.00","$1,257.00","$0.00"
"UNC Hospital","HC CT HEAD OR BRAIN WO CONT","70450","$1,808.00","$106.86","$1,808.00","$949.00","$112.37","$110.16","$1,090.95","$110.16","$606.58","$847.77","$1,084.80","$1,808.00","$1,808.00","$712.35","$725.01","$1,392.16","$1,356.00","$112.37","$1,717.60","$1,536.80","$1,446.40","$1,446.40","$0.00","$1,120.96","$110.16","$115.67","$115.67","$0.00","$1,294.53","$1,216.78","$1,446.40","$0.00","$1,446.40","$1,627.20","$1,536.80","$1,536.80","$106.86","$1,257.00","$110.71"
"UNC Hospital","HC CT HEAD OR BRAIN W CONT","70460","$2,134.00","$173.73","$2,134.00","$949.00","$182.69","$179.10","$1,287.66","$179.10","$715.96","$1,000.63","$1,280.40","$2,134.00","$2,134.00","$840.80","$855.73","$1,643.18","$1,600.50","$182.69","$2,027.30","$1,813.90","$1,707.20","$1,707.20","$0.00","$1,323.08","$179.10","$188.06","$188.06","$0.00","$1,527.94","$1,436.18","$1,707.20","$0.00","$1,707.20","$1,920.60","$1,813.90","$1,813.90","$173.73","$1,257.00","$180.00"
"UNC Hospital","HC CT HEAD OR BRAIN WO FLD W CONT","70470","$2,580.00","$173.73","$2,580.00","$949.00","$182.69","$179.10","$1,556.77","$179.10","$865.59","$1,209.76","$1,548.00","$2,552.00","$2,580.00","$1,016.52","$1,034.58","$1,986.60","$1,935.00","$182.69","$2,451.00","$2,193.00","$2,064.00","$2,064.00","$0.00","$1,599.60","$179.10","$188.06","$188.06","$0.00","$1,847.28","$1,736.34","$2,064.00","$0.00","$2,064.00","$2,322.00","$2,193.00","$2,193.00","$173.73","$1,257.00","$180.00"
"UNC Hospital","HC CT ORBIT SELLA PF WO CONT","70480","$1,784.00","$106.86","$1,784.00","$949.00","$112.37","$110.16","$1,076.47","$110.16","$598.53","$836.52","$1,070.40","$1,784.00","$1,784.00","$702.90","$715.38","$1,373.68","$1,338.00","$112.37","$1,694.80","$1,516.40","$1,427.20","$1,427.20","$0.00","$1,106.08","$110.16","$115.67","$115.67","$0.00","$1,277.34","$1,200.63","$1,427.20","$0.00","$1,427.20","$1,605.60","$1,516.40","$1,516.40","$106.86","$1,257.00","$110.71"
"UNC Hospital","HC CT ORBIT SELLA PF W CONT","70481","$2,088.00","$173.73","$2,088.00","$949.00","$182.69","$179.10","$1,259.90","$179.10","$700.52","$979.06","$1,252.80","$2,088.00","$2,088.00","$822.67","$837.29","$1,607.76","$1,566.00","$182.69","$1,983.60","$1,774.80","$1,670.40","$1,670.40","$0.00","$1,294.56","$179.10","$188.06","$188.06","$0.00","$1,495.01","$1,405.22","$1,670.40","$0.00","$1,670.40","$1,879.20","$1,774.80","$1,774.80","$173.73","$1,257.00","$180.00"
"UNC Hospital","HC CT ORBIT SELLA PF WO FLD W CONT","70482","$2,391.00","$173.73","$2,391.00","$949.00","$182.69","$179.10","$1,442.73","$179.10","$802.18","$1,121.14","$1,434.60","$2,391.00","$2,391.00","$942.05","$958.79","$1,841.07","$1,793.25","$182.69","$2,271.45","$2,032.35","$1,912.80","$1,912.80","$0.00","$1,482.42","$179.10","$188.06","$0.00","$0.00","$1,711.96","$1,609.14","$1,912.80","$0.00","$1,912.80","$2,151.90","$2,032.35","$2,032.35","$173.73","$1,257.00","$180.00"
"UNC Hospital","HC CT MAXILLOFACIAL WO CONT","70486","$1,912.00","$106.86","$1,912.00","$949.00","$112.37","$110.16","$1,153.70","$110.16","$641.48","$896.54","$1,147.20","$1,912.00","$1,912.00","$753.33","$766.71","$1,472.24","$1,434.00","$112.37","$1,816.40","$1,625.20","$1,529.60","$1,529.60","$0.00","$1,185.44","$110.16","$115.67","$115.67","$0.00","$1,368.99","$1,286.78","$1,529.60","$0.00","$1,529.60","$1,720.80","$1,625.20","$1,625.20","$106.86","$1,257.00","$110.71"
"UNC Hospital","HC CT MAXILLOFACIAL W CONT","70487","$2,313.00","$173.73","$2,313.00","$949.00","$182.69","$179.10","$1,395.66","$179.10","$776.01","$1,084.57","$1,387.80","$2,313.00","$2,313.00","$911.32","$927.51","$1,781.01","$1,734.75","$182.69","$2,197.35","$1,966.05","$1,850.40","$1,850.40","$0.00","$1,434.06","$179.10","$188.06","$188.06","$0.00","$1,656.11","$1,556.65","$1,850.40","$0.00","$1,850.40","$2,081.70","$1,966.05","$1,966.05","$173.73","$1,257.00","$180.00"
"UNC Hospital","HC CT MAXILLOFACIAL WO FLD W CONT","70488","$2,638.00","$173.73","$2,638.00","$949.00","$182.69","$179.10","$1,591.77","$179.10","$885.05","$1,236.96","$1,582.80","$2,552.00","$2,638.00","$1,039.37","$1,057.84","$2,031.26","$1,978.50","$182.69","$2,506.10","$2,242.30","$2,110.40","$2,110.40","$0.00","$1,635.56","$179.10","$188.06","$0.00","$0.00","$1,888.81","$1,775.37","$2,110.40","$0.00","$2,110.40","$2,374.20","$2,242.30","$2,242.30","$173.73","$1,257.00","$180.00"
