Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna NBD,BCBS,Cash Discount,Cigna,First Health,MedCost,TriCare,United,BCBS Note,TriCare Note
"Lenoir Memorial Hospital","CT MAXILLOFACIAL AREA WO","70486","$1,641.00","$1,106.03","$1,641.00","$1,460.49","$1,526.13","$1,289.66","$984.60","$1,106.03","$1,460.49","$1,476.90","$1,641.00","$1,394.85","",""
"Lenoir Memorial Hospital","CT CHEST/ABD WWO PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","ANKLE/FOOT 2V LEFT PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","ANKLE/FOOT 2V RIGHT PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","MRA/BRAIN WO PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","MR T/L SPINE WWO PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","MR C T & L SPINE WWO PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","MR C T & L SPINE WO PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","MRA BRAIN WWO PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","MRA BRAIN/CAROTID WO PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","HAND/WRIST 3V RIGHT PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","HAND/WRIST 3V LEFT PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","ANKLE/FOOT 3V LEFT PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","ANKLE/FOOT 3V RIGHT PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CT CHEST/ABD/PEL W PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CT CHEST/ABD W PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CT NECK/CHEST/ABD W PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CT NECK/CHEST/ABD/PELV W PROFI","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CTA CHEST/ABD W PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","FBP WO NON-STRESS","76819","$387.00","$296.83","$387.00","$344.43","$359.91","$296.83","$232.20","$335.53","$344.43","$348.30","$387.00","$328.95","",""
"Lenoir Memorial Hospital","CTA CHEST/ABD/PEL W PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CTA CHEST;CT ABD/PEL W PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","MRI; UNLISTED PROCEDURE","76498","$802.00","$540.55","$802.00","$713.78","$745.86","$660.21","$481.20","$540.55","$713.78","$721.80","$802.00","$681.70","",""
"Lenoir Memorial Hospital","CT FACIAL BONES W CONTRAST","70487","$1,920.00","$1,294.08","$1,920.00","$1,708.80","$1,785.60","$1,508.93","$1,152.00","$1,294.08","$1,708.80","$1,728.00","$1,920.00","$1,632.00","",""
"Lenoir Memorial Hospital","MRI BRAIN W","70552","$3,302.00","$2,225.55","$3,302.00","$2,938.78","$3,070.86","$2,718.21","$1,981.20","$2,225.55","$2,938.78","$2,971.80","$3,302.00","$2,806.70","",""
"Lenoir Memorial Hospital","HIPS; BILATERAL =>5 VWS","73523","$371.00","$299.29","$371.00","$330.19","$345.03","$299.29","$222.60","$321.66","$330.19","$333.90","$371.00","$315.35","",""
"Lenoir Memorial Hospital","KNEE; RT COMPLETE","73564","$500.00","$403.35","$500.00","$445.00","$465.00","$403.35","$300.00","$433.50","$445.00","$450.00","$500.00","$425.00","",""
"Lenoir Memorial Hospital","KNEE; LT COMPLETE","73564","$500.00","$403.35","$500.00","$445.00","$465.00","$403.35","$300.00","$433.50","$445.00","$450.00","$500.00","$425.00","",""
"Lenoir Memorial Hospital","SPINE; THORACIC W/OBL","72074","$590.00","$475.95","$590.00","$525.10","$548.70","$475.95","$354.00","$511.53","$525.10","$531.00","$590.00","$501.50","",""
"Lenoir Memorial Hospital","KNEES; BILATERAL STANDING","73565","$371.00","$299.29","$371.00","$330.19","$345.03","$299.29","$222.60","$321.66","$330.19","$333.90","$371.00","$315.35","",""
"Lenoir Memorial Hospital","KNEES; BILATERAL PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CTA AORTIC RUNOFF","75635","$2,642.00","$1,780.71","$2,642.00","$2,351.38","$2,457.06","$2,076.35","$1,585.20","$1,780.71","$2,351.38","$2,377.80","$2,642.00","$2,245.70","",""
"Lenoir Memorial Hospital","LYMPH NODE IMAGING","78195","$616.00","$477.28","$616.00","$548.24","$572.88","$477.28","$369.60","$534.07","$548.24","$554.40","$616.00","$523.60","",""
"Lenoir Memorial Hospital","MRI CARDIAC; VEL FLOW MAPPING","75565","$358.00","$241.29","$358.00","$318.62","$332.94","$294.71","$214.80","$241.29","$318.62","$322.20","$358.00","$304.30","",""
"Lenoir Memorial Hospital","BILAT;  INFANT UPPER PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","BILAT; INFANT LOWER PROFILE","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","LUMBAR COMP W FLEX/EXT >=6VWS","72114","$722.00","$582.44","$722.00","$642.58","$671.46","$582.44","$433.20","$625.97","$642.58","$649.80","$722.00","$613.70","",""
"Lenoir Memorial Hospital","DRAIN/INJ MAJOR JNT/BURSA","20610","$503.00","$405.77","$503.00","$447.67","$467.79","$405.77","$301.80","$436.10","$447.67","$452.70","$503.00","$427.55","",""
"Lenoir Memorial Hospital","THY IMAGE W/UPTAKE MULT DETER","78014","$1,257.00","$973.92","$1,257.00","$1,118.73","$1,169.01","$973.92","$754.20","$1,089.82","$1,118.73","$1,131.30","$1,257.00","$1,068.45","",""
"Lenoir Memorial Hospital","SENTINEL NODE INJECTION","38792","$494.00","$382.75","$494.00","$439.66","$459.42","$382.75","$296.40","$428.30","$439.66","$444.60","$494.00","$419.90","",""
"Lenoir Memorial Hospital","GADOXETATE DISODIUM; 1ML INJ","A9581","$21.00","$17.42","$21.00","$18.69","$19.53","$17.42","$12.60","$18.21","$18.69","$18.90","$21.00","$17.85","",""
"Lenoir Memorial Hospital","ANG; L HRT ART/GRFT","93459","$11,809.00","$9,565.29","$11,809.00","$10,510.01","$10,982.37","$9,565.29","$7,085.40","$10,238.40","$10,510.01","$10,628.10","$11,809.00","$10,037.65","",""
"Lenoir Memorial Hospital","ANG; R&L HRT ART/VENT","93461","$14,075.00","$11,400.75","$14,075.00","$12,526.75","$13,089.75","$11,400.75","$8,445.00","$12,203.02","$12,526.75","$12,667.50","$14,075.00","$11,963.75","",""
"Lenoir Memorial Hospital","ANG; INJ SUPRVLV AORTOGRAPHY","93567","$748.00","$605.88","$748.00","$665.72","$695.64","$605.88","$448.80","$648.52","$665.72","$673.20","$748.00","$635.80","",""
"Lenoir Memorial Hospital","CT A/P WITHOUT CONTRAST","74176","$4,603.00","$3,102.42","$4,603.00","$4,096.67","$4,280.79","$3,617.50","$2,761.80","$3,102.42","$4,096.67","$4,142.70","$4,603.00","$3,912.55","",""
"Lenoir Memorial Hospital","CT A/P WITH CONTRAST","74177","$4,845.00","$3,265.53","$4,845.00","$4,312.05","$4,505.85","$3,807.69","$2,907.00","$3,265.53","$4,312.05","$4,360.50","$4,845.00","$4,118.25","",""
"Lenoir Memorial Hospital","CT A/P WITHOUT/WITH CONTR","74178","$5,281.00","$3,559.39","$5,281.00","$4,700.09","$4,911.33","$4,150.34","$3,168.60","$3,559.39","$4,700.09","$4,752.90","$5,281.00","$4,488.85","",""
"Lenoir Memorial Hospital","ULTRASOUND; UNLISTED","76999","$549.00","$421.08","$549.00","$488.61","$510.57","$421.08","$329.40","$475.98","$488.61","$494.10","$549.00","$466.65","",""
"Lenoir Memorial Hospital","FLUORO; ENDOSCOPY STENT PLACEM","74363","$713.00","$575.18","$713.00","$634.57","$663.09","$575.18","$427.80","$618.17","$634.57","$641.70","$713.00","$606.05","",""
"Lenoir Memorial Hospital","GADAVIST PER ML","A9585","$15.00","$12.44","$15.00","$13.35","$13.95","$12.44","$9.00","$13.00","$13.35","$13.50","$15.00","$12.75","",""
"Lenoir Memorial Hospital","INJ PERC EXTR ANEURYSM","36002","$268.00","$189.10","$268.00","$238.52","$249.24","$189.10","$160.80","$232.36","$238.52","$241.20","$268.00","$227.80","",""
"Lenoir Memorial Hospital","NM VENT PERFUSION SCAN","78582","$2,851.00","$2,208.95","$2,851.00","$2,537.39","$2,651.43","$2,208.95","$1,710.60","$2,471.82","$2,537.39","$2,565.90","$2,851.00","$2,423.35","",""
"Lenoir Memorial Hospital","CTA ABD PELVIS","74174","$4,608.00","$3,105.79","$4,608.00","$4,101.12","$4,285.44","$3,621.43","$2,764.80","$3,105.79","$4,101.12","$4,147.20","$4,608.00","$3,916.80","",""
"Lenoir Memorial Hospital","OR FLUORO COUNTER","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","CHEST X-RAY COUNTER","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","KIDNEY IMAGING (3D)","78710","$732.00","$567.15","$732.00","$651.48","$680.76","$567.15","$439.20","$634.64","$651.48","$658.80","$732.00","$622.20","",""
"Lenoir Memorial Hospital","KIDNEY IMAGING MORPHOLOGY","78700","$751.00","$581.87","$751.00","$668.39","$698.43","$581.87","$450.60","$651.12","$668.39","$675.90","$751.00","$638.35","",""
"Lenoir Memorial Hospital","CORONARY ARTERY ANGIO S&I","93454","$8,416.00","$6,816.96","$8,416.00","$7,490.24","$7,826.88","$6,816.96","$5,049.60","$7,296.67","$7,490.24","$7,574.40","$8,416.00","$7,153.60","",""
"Lenoir Memorial Hospital","TC99M SUCCIMER =< 10 MCI","A9551","$786.00","$608.99","$786.00","$699.54","$730.98","$608.99","$471.60","$681.46","$699.54","$707.40","$786.00","$668.10","",""
"Lenoir Memorial Hospital","PTA ILIAC INT VES W/STENT PLC","37221","$10,186.00","$8,250.66","$10,186.00","$9,065.54","$9,472.98","$8,250.66","$6,111.60","$8,831.26","$9,065.54","$9,167.40","$10,186.00","$8,658.10","",""
"Lenoir Memorial Hospital","PTA EA ADD ILIAC VES","37222","$3,593.00","$2,910.33","$3,593.00","$3,197.77","$3,341.49","$2,910.33","$2,155.80","$3,115.13","$3,197.77","$3,233.70","$3,593.00","$3,054.05","",""
"Lenoir Memorial Hospital","PTA ILIAC ADD VES W/STENT PLC","37223","$7,186.00","$5,820.66","$7,186.00","$6,395.54","$6,682.98","$5,820.66","$4,311.60","$6,230.26","$6,395.54","$6,467.40","$7,186.00","$6,108.10","",""
"Lenoir Memorial Hospital","PTA FEM POP W/ATHERECTOMY RT","37225","$10,186.00","$8,250.66","$10,186.00","$9,065.54","$9,472.98","$8,250.66","$6,111.60","$8,831.26","$9,065.54","$9,167.40","$10,186.00","$8,658.10","",""
"Lenoir Memorial Hospital","PTA FEM POP W/STENT PLCMENT RT","37226","$10,186.00","$8,250.66","$10,186.00","$9,065.54","$9,472.98","$8,250.66","$6,111.60","$8,831.26","$9,065.54","$9,167.40","$10,186.00","$8,658.10","",""
"Lenoir Memorial Hospital","PTA FEM POP W/ATHER STENT RT","37227","$17,912.00","$14,508.72","$17,912.00","$15,941.68","$16,658.16","$14,508.72","$10,747.20","$15,529.70","$15,941.68","$16,120.80","$17,912.00","$15,225.20","",""
"Lenoir Memorial Hospital","PTA TIB/PERONEAL RT","37228","$6,593.00","$5,340.33","$6,593.00","$5,867.77","$6,131.49","$5,340.33","$3,955.80","$5,716.13","$5,867.77","$5,933.70","$6,593.00","$5,604.05","",""
"Lenoir Memorial Hospital","PTA TIB INT VESSEL W/ATHER","37229","$10,186.00","$8,250.66","$10,186.00","$9,065.54","$9,472.98","$8,250.66","$6,111.60","$8,831.26","$9,065.54","$9,167.40","$10,186.00","$8,658.10","",""
"Lenoir Memorial Hospital","PTA TIB INT VESSEL W/STENT RT","37230","$10,186.00","$8,250.66","$10,186.00","$9,065.54","$9,472.98","$8,250.66","$6,111.60","$8,831.26","$9,065.54","$9,167.40","$10,186.00","$8,658.10","",""
"Lenoir Memorial Hospital","PTA TIB INT VES W/ATH/STENT RT","37231","$17,912.00","$14,508.72","$17,912.00","$15,941.68","$16,658.16","$14,508.72","$10,747.20","$15,529.70","$15,941.68","$16,120.80","$17,912.00","$15,225.20","",""
"Lenoir Memorial Hospital","PTA TIB ADD VES W/ATHER RT","37233","$7,186.00","$5,820.66","$7,186.00","$6,395.54","$6,682.98","$5,820.66","$4,311.60","$6,230.26","$6,395.54","$6,467.40","$7,186.00","$6,108.10","",""
"Lenoir Memorial Hospital","PTA TIB ADD VES W/STENT PLC RT","37234","$7,186.00","$5,820.66","$7,186.00","$6,395.54","$6,682.98","$5,820.66","$4,311.60","$6,230.26","$6,395.54","$6,467.40","$7,186.00","$6,108.10","",""
"Lenoir Memorial Hospital","PTA TIB ADD VES W/ATH/STENT RT","37235","$10,778.00","$8,730.18","$10,778.00","$9,592.42","$10,023.54","$8,730.18","$6,466.80","$9,344.53","$9,592.42","$9,700.20","$10,778.00","$9,161.30","",""
"Lenoir Memorial Hospital","PERI/ILIAC ATHERECTOMY","0238T","$8,524.00","$6,904.44","$8,524.00","$7,586.36","$7,927.32","$6,904.44","$5,114.40","$7,390.31","$7,586.36","$7,671.60","$8,524.00","$7,245.40","",""
"Lenoir Memorial Hospital","PELVIC SEL EA VES","75736","$2,933.00","$2,375.73","$2,933.00","$2,610.37","$2,727.69","$2,375.73","$1,759.80","$2,542.91","$2,610.37","$2,639.70","$2,933.00","$2,493.05","",""
"Lenoir Memorial Hospital","EA ADD SELECTIVE VES","75774","$811.00","$654.23","$811.00","$721.79","$754.23","$654.23","$486.60","$703.14","$721.79","$729.90","$811.00","$689.35","",""
"Lenoir Memorial Hospital","BILAT RENAL SEL","36252","$2,933.00","$2,375.73","$2,933.00","$2,610.37","$2,727.69","$2,375.73","$1,759.80","$2,542.91","$2,610.37","$2,639.70","$2,933.00","$2,493.05","",""
"Lenoir Memorial Hospital","RENAL SEL LT","36251","$2,933.00","$2,375.73","$2,933.00","$2,610.37","$2,727.69","$2,375.73","$1,759.80","$2,542.91","$2,610.37","$2,639.70","$2,933.00","$2,493.05","",""
"Lenoir Memorial Hospital","RENAL SEL RT","36251","$2,933.00","$2,375.73","$2,933.00","$2,610.37","$2,727.69","$2,375.73","$1,759.80","$2,542.91","$2,610.37","$2,639.70","$2,933.00","$2,493.05","",""
"Lenoir Memorial Hospital","PTA FEM POP W/ATHERECTOMY LT","37225","$10,186.00","$8,250.66","$10,186.00","$9,065.54","$9,472.98","$8,250.66","$6,111.60","$8,831.26","$9,065.54","$9,167.40","$10,186.00","$8,658.10","",""
"Lenoir Memorial Hospital","PTA FEM POP W/STENT PLCMENT LT","37226","$10,186.00","$8,250.66","$10,186.00","$9,065.54","$9,472.98","$8,250.66","$6,111.60","$8,831.26","$9,065.54","$9,167.40","$10,186.00","$8,658.10","",""
"Lenoir Memorial Hospital","PTA FEM POP W/ATHER STENT LT","37227","$17,912.00","$14,508.72","$17,912.00","$15,941.68","$16,658.16","$14,508.72","$10,747.20","$15,529.70","$15,941.68","$16,120.80","$17,912.00","$15,225.20","",""
"Lenoir Memorial Hospital","PTA TIB/PERONEAL LT","37228","$6,593.00","$5,340.33","$6,593.00","$5,867.77","$6,131.49","$5,340.33","$3,955.80","$5,716.13","$5,867.77","$5,933.70","$6,593.00","$5,604.05","",""
"Lenoir Memorial Hospital","PTA TIB INT VESSEL W/STENT LT","37230","$10,186.00","$8,250.66","$10,186.00","$9,065.54","$9,472.98","$8,250.66","$6,111.60","$8,831.26","$9,065.54","$9,167.40","$10,186.00","$8,658.10","",""
"Lenoir Memorial Hospital","PTA TIB INT VES W/ATH/STENT LT","37231","$17,912.00","$14,508.72","$17,912.00","$15,941.68","$16,658.16","$14,508.72","$10,747.20","$15,529.70","$15,941.68","$16,120.80","$17,912.00","$15,225.20","",""
"Lenoir Memorial Hospital","PTA TIB ADD VES W/ATHER LT","37233","$7,186.00","$5,820.66","$7,186.00","$6,395.54","$6,682.98","$5,820.66","$4,311.60","$6,230.26","$6,395.54","$6,467.40","$7,186.00","$6,108.10","",""
"Lenoir Memorial Hospital","PTA TIB ADD VES W/STENT PLC LT","37234","$7,186.00","$5,820.66","$7,186.00","$6,395.54","$6,682.98","$5,820.66","$4,311.60","$6,230.26","$6,395.54","$6,467.40","$7,186.00","$6,108.10","",""
"Lenoir Memorial Hospital","PTA TIB ADD VES W/ATH/STENT LT","37235","$10,778.00","$8,730.18","$10,778.00","$9,592.42","$10,023.54","$8,730.18","$6,466.80","$9,344.53","$9,592.42","$9,700.20","$10,778.00","$9,161.30","",""
"Lenoir Memorial Hospital","PTA TIB/PER EA ADD","37232","$3,593.00","$2,910.33","$3,593.00","$3,197.77","$3,341.49","$2,910.33","$2,155.80","$3,115.13","$3,197.77","$3,233.70","$3,593.00","$3,054.05","",""
"Lenoir Memorial Hospital","ILIAC REVASC; INITIAL RT","37220","$6,593.00","$5,340.33","$6,593.00","$5,867.77","$6,131.49","$5,340.33","$3,955.80","$5,716.13","$5,867.77","$5,933.70","$6,593.00","$5,604.05","",""
"Lenoir Memorial Hospital","ILIAC REVASC; INITIAL LT","37220","$6,593.00","$5,340.33","$6,593.00","$5,867.77","$6,131.49","$5,340.33","$3,955.80","$5,716.13","$5,867.77","$5,933.70","$6,593.00","$5,604.05","",""
"Lenoir Memorial Hospital","FEM/POP REVAS UNI W/TLA LT","37224","$6,593.00","$5,340.33","$6,593.00","$5,867.77","$6,131.49","$5,340.33","$3,955.80","$5,716.13","$5,867.77","$5,933.70","$6,593.00","$5,604.05","",""
"Lenoir Memorial Hospital","FEM/POP REVAS UNI W/TLA RT","37224","$6,593.00","$5,340.33","$6,593.00","$5,867.77","$6,131.49","$5,340.33","$3,955.80","$5,716.13","$5,867.77","$5,933.70","$6,593.00","$5,604.05","",""
"Lenoir Memorial Hospital","PERC DRUG-EL COR STENT SING","C9600","$12,620.00","$10,222.20","$12,620.00","$11,231.80","$11,736.60","$10,222.20","$7,572.00","$10,941.54","$11,231.80","$11,358.00","$12,620.00","$10,727.00","",""
"Lenoir Memorial Hospital","PERC DRUG-EL COR STENT ADD","C9601","$8,077.00","$6,542.37","$8,077.00","$7,188.53","$7,511.61","$6,542.37","$4,846.20","$7,002.76","$7,188.53","$7,269.30","$8,077.00","$6,865.45","",""
"Lenoir Memorial Hospital","IV DOPPLER; INITIAL VESSEL","93571","$2,820.00","$2,284.20","$2,820.00","$2,509.80","$2,622.60","$2,284.20","$1,692.00","$2,444.94","$2,509.80","$2,538.00","$2,820.00","$2,397.00","",""
"Lenoir Memorial Hospital","IV DOPPLER; EA ADDTL VESSEL","93572","$1,410.00","$1,142.10","$1,410.00","$1,254.90","$1,311.30","$1,142.10","$846.00","$1,222.47","$1,254.90","$1,269.00","$1,410.00","$1,198.50","",""
"Lenoir Memorial Hospital","PRQ CARD STENT W/ANGIO 1 VSL","92928","$11,358.00","$9,199.98","$11,358.00","$10,108.62","$10,562.94","$9,199.98","$6,814.80","$9,847.39","$10,108.62","$10,222.20","$11,358.00","$9,654.30","",""
"Lenoir Memorial Hospital","PRQ CARD STENT W/ANGIO ADDL","92929","$6,184.00","$5,009.04","$6,184.00","$5,503.76","$5,751.12","$5,009.04","$3,710.40","$5,361.53","$5,503.76","$5,565.60","$6,184.00","$5,256.40","",""
"Lenoir Memorial Hospital","PRQ CARDIAC ANGIOPLAST 1 ART","92920","$8,455.00","$6,848.55","$8,455.00","$7,524.95","$7,863.15","$6,848.55","$5,073.00","$7,330.48","$7,524.95","$7,609.50","$8,455.00","$7,186.75","",""
"Lenoir Memorial Hospital","PRQ CARDIAC ANGIO ADDL ART","92921","$3,660.00","$2,964.60","$3,660.00","$3,257.40","$3,403.80","$2,964.60","$2,196.00","$3,173.22","$3,257.40","$3,294.00","$3,660.00","$3,111.00","",""
"Lenoir Memorial Hospital","IV US CORONARY V; INITIAL","92978","$4,229.00","$3,425.49","$4,229.00","$3,763.81","$3,932.97","$3,425.49","$2,537.40","$3,666.54","$3,763.81","$3,806.10","$4,229.00","$3,594.65","",""
"Lenoir Memorial Hospital","IV US CORONARY V; EA ADDTL","92979","$2,820.00","$2,284.20","$2,820.00","$2,509.80","$2,622.60","$2,284.20","$1,692.00","$2,444.94","$2,509.80","$2,538.00","$2,820.00","$2,397.00","",""
"Lenoir Memorial Hospital","PRQ CORONARY MECH THROMBECT","92973","$4,926.00","$3,990.06","$4,926.00","$4,384.14","$4,581.18","$3,990.06","$2,955.60","$4,270.84","$4,384.14","$4,433.40","$4,926.00","$4,187.10","",""
"Lenoir Memorial Hospital","ART BILAT ANKLE IND","93922","$216.00","$165.67","$216.00","$192.24","$200.88","$165.67","$129.60","$187.27","$192.24","$194.40","$216.00","$183.60","",""
"Lenoir Memorial Hospital","ART DOP SEG PRESS MULTI LEV","93923","$541.00","$414.95","$541.00","$481.49","$503.13","$414.95","$324.60","$469.05","$481.49","$486.90","$541.00","$459.85","",""
