Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna HMO,Aetna Medicare Advantage,BCBS,Blue Home,Blue Home UNC Health Alliance,Cash Discount,Cigna,Cigna Connect Network,Cigna SureFit,First Carolina Care,Galaxy,Health Payors,Humana,Humana Alignment Medicare Advanatge,Humana Medicare Advantage,Liberty Medicare Advantage,MedCost,MedCost Ultra,OneNet,TriCare,United Healthcare,United Healthcare Compass,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Rex Hospital","HC GASTRIC EMPTYING W/ SM BOWEL/COLON TRANSIT MULTI DAYS","78266","$1,892.00","$339.00","$1,892.00","$1,381.16","$1,381.16","$0.00","$1,109.28","$793.69","$537.52","$1,135.20","$0.00","$819.24","$819.24","$1,135.20","$1,797.40","$1,608.20","$1,097.36","$0.00","$0.00","$0.00","$1,173.04","$983.84","$1,116.28","$0.00","$339.00","$1,892.00","$0.00","$0.00"
"Rex Hospital","HC FLUCICLOVINE F-18 DX 1MCI","A9588","$480.00","$136.37","$480.00","$0.00","$0.00","$0.00","$281.42","$201.36","$136.37","$288.00","$408.51","$207.84","$207.84","$288.00","$456.00","$408.00","$278.40","$0.00","$0.00","$0.00","$297.60","$249.60","$283.20","$0.00","$0.00","$480.00","$0.00","$0.00"
"Rex Hospital","HC NM TUMOR LOC 1 AREA 1 DAY IMG","78800","$360.00","$102.28","$377.12","$360.00","$360.00","$366.35","$211.07","$151.02","$102.28","$216.00","$231.84","$155.88","$155.88","$216.00","$342.00","$306.00","$208.80","$359.16","$360.00","$377.12","$223.20","$187.20","$212.40","$359.16","$339.00","$360.00","$360.00","$366.35"
"Rex Hospital","HC NM TUMOR LOC 2+ AREAS 1+ DAYS OR 1 AREA IMG OVER 2+ DAYS","78801","$1,800.00","$339.00","$1,800.00","$636.57","$636.57","$366.35","$1,055.34","$755.10","$511.38","$1,080.00","$1,159.20","$779.40","$779.40","$1,080.00","$1,710.00","$1,530.00","$1,044.00","$359.16","$377.12","$377.12","$1,116.00","$936.00","$1,062.00","$359.16","$339.00","$1,800.00","$360.96","$366.35"
"Rex Hospital","HC NM TUMOR LOCAL SPECT 1 AREA 1 DAY IMG","78803","$1,272.00","$339.00","$1,303.26","$840.59","$840.59","$1,266.02","$745.77","$533.60","$361.38","$763.20","$819.17","$550.78","$550.78","$763.20","$1,208.40","$1,081.20","$737.76","$1,241.20","$1,272.00","$1,303.26","$788.64","$661.44","$750.48","$1,241.20","$339.00","$1,272.00","$1,247.41","$1,266.02"
"Rex Hospital","HC NM LOCAL TUMOR/INFLAMMATORY PROCESS/ETC, WITH SPECT, WITH CT, SINGLE DAY","78830","$2,460.00","$339.00","$2,460.00","$1,795.80","$1,795.80","$1,275.44","$1,442.30","$1,031.97","$698.89","$1,476.00","$1,584.24","$1,065.18","$1,065.18","$1,476.00","$2,337.00","$2,091.00","$1,426.80","$1,250.44","$1,312.96","$1,312.96","$1,525.20","$1,279.20","$1,451.40","$1,250.44","$339.00","$2,460.00","$1,247.41","$1,275.44"
"Rex Hospital","HC NM LOCAL TUMOR/INFLAMMATORY PROCESS/ETC, WITH SPECT,  SINGLE DAY OR MULTIPLE AREA 2 OR MORE DAYS","78831","$2,460.00","$339.00","$2,460.00","$1,795.80","$1,795.80","$0.00","$1,442.30","$1,031.97","$698.89","$1,476.00","$0.00","$1,065.18","$1,065.18","$1,476.00","$2,337.00","$2,091.00","$1,426.80","$0.00","$0.00","$0.00","$1,525.20","$1,279.20","$1,451.40","$0.00","$339.00","$2,460.00","$0.00","$0.00"
"Rex Hospital","HC NM LOCAL TUMOR/INFLAMMATORY PROCESS/ETC, WITH SPECT, WITH CT SINGLE DAY OR MULTIPLE AREA 2 OR MORE DAYS","78832","$2,460.00","$339.00","$2,460.00","$1,795.80","$1,795.80","$1,446.78","$1,442.30","$1,031.97","$698.89","$1,476.00","$1,584.24","$1,065.18","$1,065.18","$1,476.00","$2,337.00","$2,091.00","$1,426.80","$1,418.41","$1,489.33","$1,489.33","$1,525.20","$1,279.20","$1,451.40","$1,418.41","$339.00","$2,460.00","$1,414.98","$1,446.78"
"Rex Hospital","HC CT HEART WO CONT W COR CAL SCORE","75571","$914.00","$77.87","$914.00","$538.00","$538.00","$79.42","$649.58","$464.86","$314.78","$548.40","$914.00","$318.99","$319.90","$122.00","$868.30","$776.90","$530.12","$77.87","$81.76","$81.76","$566.68","$475.28","$539.26","$77.87","$914.00","$914.00","$78.26","$79.42"
"Rex Hospital","HC CT HEART W CONT 3D PP","75572","$854.00","$122.00","$854.00","$538.00","$538.00","$181.34","$606.94","$434.34","$294.12","$512.40","$854.00","$298.05","$298.90","$122.00","$811.30","$725.90","$495.32","$177.78","$186.67","$186.67","$529.48","$444.08","$503.86","$177.78","$854.00","$854.00","$178.67","$181.34"
"Rex Hospital","HC CT CARD STRUCT&MORPH W/CONG DISEASE","75573","$615.00","$122.00","$615.00","$538.00","$538.00","$182.69","$437.08","$312.79","$211.81","$369.00","$615.00","$214.64","$215.25","$122.00","$584.25","$522.75","$356.70","$179.10","$188.06","$188.06","$381.30","$319.80","$362.85","$179.10","$615.00","$615.00","$178.67","$182.69"
"Rex Hospital","HC CTA CARD STRUCT & MORPH W/CALC","75574","$956.00","$122.00","$956.00","$538.00","$538.00","$181.34","$679.43","$486.22","$329.25","$573.60","$956.00","$333.64","$334.60","$122.00","$908.20","$812.60","$554.48","$177.78","$186.67","$186.67","$592.72","$497.12","$564.04","$177.78","$956.00","$956.00","$178.67","$181.34"
"Rex Hospital","HC CTA ABD AORTA AND BIL ILIEOFM W CONT","75635","$3,393.00","$122.00","$3,393.00","$538.00","$538.00","$181.34","$2,411.41","$1,725.68","$1,168.55","$2,035.80","$2,437.00","$1,184.16","$1,187.55","$122.00","$3,223.35","$2,884.05","$1,967.94","$177.78","$186.67","$186.67","$2,103.66","$1,764.36","$2,001.87","$177.78","$967.00","$3,393.00","$178.67","$181.34"
"Rex Hospital","HC 3D RECON NOT REQ INDEP WORKST","76376","$754.00","$122.00","$754.00","$538.00","$538.00","$0.00","$535.87","$383.48","$259.68","$452.40","$754.00","$263.15","$263.90","$122.00","$716.30","$640.90","$437.32","$0.00","$0.00","$0.00","$467.48","$392.08","$444.86","$0.00","$754.00","$754.00","$0.00","$0.00"
"Rex Hospital","HC 3D RECON REQUIRE INDEP WORKST","76377","$811.00","$122.00","$811.00","$538.00","$538.00","$0.00","$576.38","$412.47","$279.31","$486.60","$811.00","$283.04","$283.85","$122.00","$770.45","$689.35","$470.38","$0.00","$0.00","$0.00","$502.82","$421.72","$478.49","$0.00","$811.00","$811.00","$0.00","$0.00"
"Rex Hospital","HC CT UNLISTED DIAG/INTERVENTNAL","76497","$304.00","$104.70","$304.00","$0.00","$0.00","$0.00","$216.05","$154.61","$104.70","$182.40","$0.00","$106.10","$0.00","$122.00","$288.80","$258.40","$176.32","$0.00","$0.00","$0.00","$188.48","$158.08","$179.36","$0.00","$304.00","$304.00","$0.00","$0.00"
"Rex Hospital","HC CT GUIDE NEEDLE PLACEMENT","77012","$1,533.00","$122.00","$1,533.00","$538.00","$538.00","$0.00","$1,089.50","$779.68","$527.97","$919.80","$1,533.00","$535.02","$536.55","$122.00","$1,456.35","$1,303.05","$889.14","$0.00","$0.00","$0.00","$950.46","$797.16","$904.47","$0.00","$967.00","$1,533.00","$0.00","$0.00"
"Rex Hospital","HC CT GUID PARENCHYMAL TIS ABLATION","77013","$1,225.00","$122.00","$1,225.00","$538.00","$538.00","$0.00","$870.61","$623.04","$421.89","$735.00","$1,225.00","$427.53","$428.75","$122.00","$1,163.75","$1,041.25","$710.50","$0.00","$0.00","$0.00","$759.50","$637.00","$722.75","$0.00","$967.00","$1,225.00","$0.00","$0.00"
"Rex Hospital","HC CT GUIDANCE PLACEMENT RADIATION FIELDS","77014","$1,090.00","$122.00","$1,090.00","$538.00","$538.00","$0.00","$774.66","$554.37","$375.40","$654.00","$1,090.00","$380.41","$381.50","$122.00","$1,035.50","$926.50","$632.20","$0.00","$0.00","$0.00","$675.80","$566.80","$643.10","$0.00","$967.00","$1,090.00","$0.00","$0.00"
"Rex Hospital","HC CTA RECONS AORTA SURG PLAN MMS","G0288","$1,191.00","$122.00","$1,191.00","$0.00","$0.00","$0.00","$846.44","$605.74","$410.18","$714.60","$0.00","$415.66","$0.00","$122.00","$1,131.45","$1,012.35","$690.78","$0.00","$0.00","$0.00","$738.42","$619.32","$702.69","$0.00","$967.00","$1,191.00","$0.00","$0.00"
"Rex Hospital","HC CT HEAD OR BRAIN WO CONT","70450","$1,143.00","$109.35","$1,143.00","$538.00","$538.00","$111.54","$812.33","$581.33","$393.65","$685.80","$1,143.00","$398.91","$400.05","$122.00","$1,085.85","$971.55","$662.94","$109.35","$114.82","$114.82","$708.66","$594.36","$674.37","$109.35","$967.00","$1,143.00","$109.90","$111.54"
"Rex Hospital","HC CT HEAD OR BRAIN W CONT","70460","$1,314.00","$122.00","$1,314.00","$538.00","$538.00","$182.69","$933.86","$668.30","$452.54","$788.40","$1,314.00","$458.59","$459.90","$122.00","$1,248.30","$1,116.90","$762.12","$179.10","$188.06","$188.06","$814.68","$683.28","$775.26","$179.10","$967.00","$1,314.00","$178.67","$182.69"
"Rex Hospital","HC CT HEAD OR BRAIN WO FLD W CONT","70470","$1,817.00","$122.00","$1,817.00","$538.00","$538.00","$181.34","$1,291.34","$924.13","$625.77","$1,090.20","$1,817.00","$634.13","$635.95","$122.00","$1,726.15","$1,544.45","$1,053.86","$177.78","$186.67","$186.67","$1,126.54","$944.84","$1,072.03","$177.78","$967.00","$1,817.00","$178.67","$181.34"
"Rex Hospital","HC CT ORBIT SELLA PF WO CONT","70480","$1,186.00","$109.90","$1,186.00","$538.00","$538.00","$131.06","$842.89","$603.20","$408.46","$711.60","$1,186.00","$413.91","$415.10","$122.00","$1,126.70","$1,008.10","$687.88","$110.16","$115.67","$115.67","$735.32","$616.72","$699.74","$110.16","$967.00","$1,186.00","$109.90","$112.37"
"Rex Hospital","HC CT ORBIT SELLA PF W CONT","70481","$1,554.00","$122.00","$1,554.00","$538.00","$538.00","$188.26","$1,104.43","$790.36","$535.20","$932.40","$1,554.00","$542.35","$543.90","$122.00","$1,476.30","$1,320.90","$901.32","$184.57","$193.80","$0.00","$963.48","$808.08","$916.86","$184.57","$967.00","$1,554.00","$178.67","$188.26"
"Rex Hospital","HC CT ORBIT SELLA PF WO FLD W CONT","70482","$1,850.00","$122.00","$1,850.00","$538.00","$538.00","$175.78","$1,314.80","$940.91","$637.14","$1,110.00","$1,850.00","$645.65","$647.50","$122.00","$1,757.50","$1,572.50","$1,073.00","$172.34","$180.95","$0.00","$1,147.00","$962.00","$1,091.50","$172.34","$967.00","$1,850.00","$178.67","$175.78"
"Rex Hospital","HC CT MAXILLOFACIAL WO CONT","70486","$1,169.00","$109.35","$1,169.00","$538.00","$538.00","$111.54","$830.81","$594.55","$402.60","$701.40","$1,169.00","$407.98","$409.15","$122.00","$1,110.55","$993.65","$678.02","$109.35","$114.82","$114.82","$724.78","$607.88","$689.71","$109.35","$967.00","$1,169.00","$109.90","$111.54"
"Rex Hospital","HC CT MAXILLOFACIAL W CONT","70487","$1,543.00","$122.00","$1,543.00","$538.00","$538.00","$181.34","$1,096.61","$784.77","$531.41","$925.80","$1,543.00","$538.51","$540.05","$122.00","$1,465.85","$1,311.55","$894.94","$177.78","$186.67","$186.67","$956.66","$802.36","$910.37","$177.78","$967.00","$1,543.00","$178.67","$181.34"
"Rex Hospital","HC CT MAXILLOFACIAL WO FLD W CONT","70488","$1,683.00","$122.00","$1,683.00","$538.00","$538.00","$134.48","$1,196.11","$855.97","$579.63","$1,009.80","$1,683.00","$587.37","$589.05","$122.00","$1,598.85","$1,430.55","$976.14","$131.84","$138.43","$138.43","$1,043.46","$875.16","$992.97","$131.84","$967.00","$1,683.00","$178.67","$134.48"
"Rex Hospital","HC CT NECK SOFT TISSUE WO CONT","70490","$1,169.00","$106.19","$1,169.00","$538.00","$538.00","$106.19","$830.81","$594.55","$402.60","$701.40","$1,169.00","$407.98","$409.15","$122.00","$1,110.55","$993.65","$678.02","$113.53","$114.03","$0.00","$724.78","$607.88","$689.71","$113.53","$967.00","$1,169.00","$109.90","$115.80"
"Rex Hospital","HC CT SOFT TISSUE NECK W CONT","70491","$1,538.00","$122.00","$1,538.00","$538.00","$538.00","$181.34","$1,093.06","$782.23","$529.69","$922.80","$1,538.00","$536.76","$538.30","$122.00","$1,461.10","$1,307.30","$892.04","$177.78","$186.67","$186.67","$953.56","$799.76","$907.42","$177.78","$967.00","$1,538.00","$178.67","$181.34"
"Rex Hospital","HC CT SOFT TISSUE NECK WO FLD W CONT","70492","$1,830.00","$122.00","$1,830.00","$538.00","$538.00","$172.64","$1,300.58","$930.74","$630.25","$1,098.00","$1,830.00","$638.67","$640.50","$122.00","$1,738.50","$1,555.50","$1,061.40","$169.25","$185.40","$177.72","$1,134.60","$951.60","$1,079.70","$169.25","$967.00","$1,830.00","$178.67","$172.64"
"Rex Hospital","HC CTA HEAD W CONT INCL NON CONT","70496","$2,153.00","$122.00","$2,153.00","$538.00","$538.00","$181.34","$1,530.14","$1,095.02","$741.49","$1,291.80","$2,153.00","$751.40","$753.55","$122.00","$2,045.35","$1,830.05","$1,248.74","$177.78","$186.67","$186.67","$1,334.86","$1,119.56","$1,270.27","$177.78","$967.00","$2,153.00","$178.67","$181.34"
"Rex Hospital","HC CTA NECK W CONT INCL NON CONT","70498","$1,520.00","$122.00","$1,520.00","$538.00","$538.00","$181.34","$1,080.26","$773.07","$523.49","$912.00","$1,520.00","$530.48","$532.00","$122.00","$1,444.00","$1,292.00","$881.60","$177.78","$186.67","$186.67","$942.40","$790.40","$896.80","$177.78","$967.00","$1,520.00","$178.67","$181.34"
"Rex Hospital","HC CT THORAX WO CONT","71250","$1,244.00","$109.35","$1,244.00","$538.00","$538.00","$111.54","$884.11","$632.70","$428.43","$746.40","$1,244.00","$434.16","$435.40","$122.00","$1,181.80","$1,057.40","$721.52","$109.35","$114.82","$114.82","$771.28","$646.88","$733.96","$109.35","$967.00","$1,244.00","$109.90","$111.54"
"Rex Hospital","HC CT THORAX W CONT","71260","$1,481.00","$122.00","$1,481.00","$538.00","$538.00","$181.34","$1,052.55","$753.24","$510.06","$888.60","$1,481.00","$516.87","$518.35","$122.00","$1,406.95","$1,258.85","$858.98","$177.78","$186.67","$186.67","$918.22","$770.12","$873.79","$177.78","$967.00","$1,481.00","$178.67","$181.34"
"Rex Hospital","HC CT THORAX WO FLD W CONT","71270","$1,629.00","$122.00","$1,629.00","$538.00","$538.00","$181.34","$1,157.73","$828.51","$561.03","$977.40","$1,629.00","$568.52","$570.15","$122.00","$1,547.55","$1,384.65","$944.82","$177.78","$186.67","$186.67","$1,009.98","$847.08","$961.11","$177.78","$967.00","$1,629.00","$178.67","$181.34"
"Rex Hospital","HC CTA CHEST NONCOR WO W CONT","71275","$2,424.00","$122.00","$2,424.00","$538.00","$538.00","$181.34","$1,722.74","$1,232.85","$834.83","$1,454.40","$2,424.00","$845.98","$848.40","$122.00","$2,302.80","$2,060.40","$1,405.92","$177.78","$186.67","$186.67","$1,502.88","$1,260.48","$1,430.16","$177.78","$967.00","$2,424.00","$178.67","$181.34"
"Rex Hospital","HC CT CERVICAL W/O CONT","72125","$2,337.00","$109.35","$2,337.00","$538.00","$538.00","$111.54","$1,660.91","$1,188.60","$804.86","$1,402.20","$2,337.00","$815.61","$817.95","$122.00","$2,220.15","$1,986.45","$1,355.46","$109.35","$114.82","$114.82","$1,448.94","$1,215.24","$1,378.83","$109.35","$967.00","$2,337.00","$109.90","$111.54"
"Rex Hospital","HC CT CERVICAL W/CONT","72126","$2,220.00","$122.00","$2,220.00","$538.00","$538.00","$361.77","$1,577.75","$1,129.09","$764.57","$1,332.00","$2,220.00","$774.78","$777.00","$122.00","$2,109.00","$1,887.00","$1,287.60","$354.68","$372.41","$372.41","$1,376.40","$1,154.40","$1,309.80","$354.68","$967.00","$2,220.00","$374.41","$361.77"
"Rex Hospital","HC CT CERVICAL W/O FLD W/CONT","72127","$2,430.00","$122.00","$2,430.00","$538.00","$538.00","$172.64","$1,727.00","$1,235.90","$836.89","$1,458.00","$2,430.00","$848.07","$850.50","$122.00","$2,308.50","$2,065.50","$1,409.40","$169.25","$177.72","$177.72","$1,506.60","$1,263.60","$1,433.70","$169.25","$967.00","$2,430.00","$178.67","$172.64"
"Rex Hospital","HC CT THORACIC W/O CONT","72128","$1,135.00","$109.35","$1,135.00","$538.00","$538.00","$111.54","$806.64","$577.26","$390.89","$681.00","$1,135.00","$396.12","$397.25","$122.00","$1,078.25","$964.75","$658.30","$109.35","$114.82","$114.82","$703.70","$590.20","$669.65","$109.35","$967.00","$1,135.00","$109.90","$111.54"
"Rex Hospital","HC CT THORACIC W/CONT","72129","$1,260.00","$122.00","$1,260.00","$538.00","$538.00","$175.78","$895.48","$640.84","$433.94","$756.00","$1,260.00","$439.74","$441.00","$122.00","$1,197.00","$1,071.00","$730.80","$179.10","$177.72","$188.06","$781.20","$655.20","$743.40","$179.10","$967.00","$1,260.00","$178.67","$182.69"
"Rex Hospital","HC CT THORACIC W/O FLD W/CONT","72130","$1,407.00","$122.00","$1,407.00","$538.00","$538.00","$172.64","$999.95","$715.60","$484.57","$844.20","$1,407.00","$491.04","$492.45","$122.00","$1,336.65","$1,195.95","$816.06","$169.25","$177.72","$177.72","$872.34","$731.64","$830.13","$169.25","$967.00","$1,407.00","$178.67","$172.64"
"Rex Hospital","HC CT LUMBAR W/O CONT","72131","$1,397.00","$109.35","$1,397.00","$538.00","$538.00","$111.54","$992.85","$710.51","$481.13","$838.20","$1,397.00","$487.55","$488.95","$122.00","$1,327.15","$1,187.45","$810.26","$109.35","$114.82","$114.82","$866.14","$726.44","$824.23","$109.35","$967.00","$1,397.00","$109.90","$111.54"
"Rex Hospital","HC CT LUMBAR W/CONT","72132","$1,774.00","$122.00","$1,774.00","$538.00","$538.00","$368.36","$1,260.78","$902.26","$610.97","$1,064.40","$1,774.00","$619.13","$620.90","$122.00","$1,685.30","$1,507.90","$1,028.92","$354.68","$372.41","$372.41","$1,099.88","$922.48","$1,046.66","$354.68","$967.00","$1,774.00","$374.41","$361.77"
"Rex Hospital","HC CT LUMBAR W/O FLD W/CONT","72133","$1,984.00","$122.00","$1,984.00","$538.00","$538.00","$172.64","$1,410.03","$1,009.06","$683.29","$1,190.40","$1,984.00","$692.42","$694.40","$122.00","$1,884.80","$1,686.40","$1,150.72","$169.25","$177.72","$177.72","$1,230.08","$1,031.68","$1,170.56","$169.25","$967.00","$1,984.00","$178.67","$172.64"
"Rex Hospital","HC CTA PELVIS W CONT INCL NON CONT","72191","$2,971.00","$122.00","$2,971.00","$538.00","$538.00","$182.69","$2,111.49","$1,511.05","$1,023.21","$1,782.60","$2,437.00","$1,036.88","$1,039.85","$122.00","$2,822.45","$2,525.35","$1,723.18","$179.10","$188.06","$188.06","$1,842.02","$1,544.92","$1,752.89","$179.10","$967.00","$2,971.00","$178.67","$182.69"
"Rex Hospital","HC CT PELVIS W/O CONT","72192","$1,672.00","$109.35","$1,672.00","$538.00","$538.00","$111.54","$1,188.29","$850.38","$575.84","$1,003.20","$1,672.00","$583.53","$585.20","$122.00","$1,588.40","$1,421.20","$969.76","$109.35","$114.82","$114.82","$1,036.64","$869.44","$986.48","$109.35","$967.00","$1,672.00","$109.90","$111.54"
"Rex Hospital","HC CT PELVIS W/CONT","72193","$2,291.00","$122.00","$2,291.00","$538.00","$538.00","$181.34","$1,628.21","$1,165.20","$789.02","$1,374.60","$2,291.00","$799.56","$801.85","$122.00","$2,176.45","$1,947.35","$1,328.78","$177.78","$186.67","$186.67","$1,420.42","$1,191.32","$1,351.69","$177.78","$967.00","$2,291.00","$178.67","$181.34"
"Rex Hospital","HC CT PELVIS WO FLD W CONT","72194","$2,658.00","$122.00","$2,658.00","$538.00","$538.00","$172.64","$1,889.04","$1,351.86","$915.42","$1,594.80","$2,437.00","$927.64","$930.30","$122.00","$2,525.10","$2,259.30","$1,541.64","$169.25","$177.72","$177.72","$1,647.96","$1,382.16","$1,568.22","$169.25","$967.00","$2,658.00","$178.67","$172.64"
"Rex Hospital","HC CT UE W/O CONT","73200","$2,411.00","$109.35","$2,411.00","$538.00","$538.00","$111.54","$1,713.50","$1,226.23","$830.35","$1,446.60","$2,411.00","$841.44","$843.85","$122.00","$2,290.45","$2,049.35","$1,398.38","$109.35","$114.82","$114.82","$1,494.82","$1,253.72","$1,422.49","$109.35","$967.00","$2,411.00","$109.90","$111.54"
"Rex Hospital","HC CT UE W/CONT","73201","$3,858.00","$122.00","$3,858.00","$538.00","$538.00","$361.77","$2,741.88","$1,962.18","$1,328.70","$2,314.80","$2,437.00","$1,346.44","$1,350.30","$122.00","$3,665.10","$3,279.30","$2,237.64","$354.68","$372.41","$372.41","$2,391.96","$2,006.16","$2,276.22","$354.68","$967.00","$3,858.00","$374.41","$361.77"
"Rex Hospital","HC CT UE WO FLD W CONT","73202","$4,099.00","$122.00","$4,099.00","$538.00","$538.00","$180.10","$2,913.16","$2,084.75","$1,411.70","$2,459.40","$2,437.00","$1,430.55","$1,434.65","$122.00","$3,894.05","$3,484.15","$2,377.42","$176.57","$185.40","$185.40","$2,541.38","$2,131.48","$2,418.41","$176.57","$967.00","$4,099.00","$178.67","$180.10"
"Rex Hospital","HC CTA UE W CONT W NON CONT","73206","$3,500.00","$122.00","$3,500.00","$538.00","$538.00","$182.69","$2,487.45","$1,780.10","$1,205.40","$2,100.00","$2,437.00","$1,221.50","$1,225.00","$122.00","$3,325.00","$2,975.00","$2,030.00","$179.10","$188.06","$188.06","$2,170.00","$1,820.00","$2,065.00","$179.10","$967.00","$3,500.00","$178.67","$182.69"
"Rex Hospital","HC CT LE WO CONT","73700","$2,000.00","$109.35","$2,000.00","$538.00","$538.00","$111.54","$1,421.40","$1,017.20","$688.80","$1,200.00","$2,000.00","$698.00","$700.00","$122.00","$1,900.00","$1,700.00","$1,160.00","$109.35","$114.82","$114.82","$1,240.00","$1,040.00","$1,180.00","$109.35","$967.00","$2,000.00","$109.90","$111.54"
"Rex Hospital","HC CT LE W CONT","73701","$3,200.00","$122.00","$3,200.00","$538.00","$538.00","$181.34","$2,274.24","$1,627.52","$1,102.08","$1,920.00","$2,437.00","$1,116.80","$1,120.00","$122.00","$3,040.00","$2,720.00","$1,856.00","$177.78","$186.67","$186.67","$1,984.00","$1,664.00","$1,888.00","$177.78","$967.00","$3,200.00","$178.67","$181.34"
"Rex Hospital","HC CT LE  WO FLD W CONT","73702","$3,400.00","$122.00","$3,400.00","$538.00","$538.00","$182.69","$2,416.38","$1,729.24","$1,170.96","$2,040.00","$2,437.00","$1,186.60","$1,190.00","$122.00","$3,230.00","$2,890.00","$1,972.00","$179.10","$188.06","$188.06","$2,108.00","$1,768.00","$2,006.00","$179.10","$967.00","$3,400.00","$178.67","$182.69"
"Rex Hospital","HC CTA LE W/CONT & INCL NON CONT","73706","$1,701.00","$122.00","$1,701.00","$538.00","$538.00","$181.34","$1,208.90","$865.13","$585.82","$1,020.60","$1,701.00","$593.65","$595.35","$122.00","$1,615.95","$1,445.85","$986.58","$177.78","$188.06","$186.67","$1,054.62","$884.52","$1,003.59","$177.78","$967.00","$1,701.00","$178.67","$181.34"
